"Region","District","Village","year","rank"
"Tigray","Tanqua-Abergele","Tekleweyni","1984","1"
"Tigray","Tanqua-Abergele","Tekleweyni","2015","2"
"Tigray","Tanqua-Abergele","Tekleweyni","1997","3"
"Tigray","Tanqua-Abergele","Tekleweyni","2002","4"
"Tigray","Tanqua-Abergele","Tekleweyni","1987","5"
"Tigray","Tanqua-Abergele","Tekleweyni","1989","6"
"Tigray","Tanqua-Abergele","Tekleweyni","1993","7"
"Tigray","Tanqua-Abergele","Tekleweyni","2004","8"
"Tigray","Tanqua-Abergele","Tekleweyni","2006","9"
"Tigray","Tanqua-Abergele","Tekleweyni","2018","10"
"Tigray","Tanqua-Abergele","Siye","1984","1"
"Tigray","Tanqua-Abergele","Siye","2015","2"
"Tigray","Tanqua-Abergele","Siye","1997","3"
"Tigray","Tanqua-Abergele","Siye","2002","4"
"Tigray","Tanqua-Abergele","Siye","1989","5"
"Tigray","Tanqua-Abergele","Siye","1990","6"
"Tigray","Tanqua-Abergele","Siye","1993","7"
"Tigray","Tanqua-Abergele","Siye","2004","8"
"Tigray","Tanqua-Abergele","Siye","1987","9"
"Tigray","Tanqua-Abergele","Siye","2009","10"
"Tigray","Tanqua-Abergele","Tseykeme","1984","1"
"Tigray","Tanqua-Abergele","Tseykeme","2015","2"
"Tigray","Tanqua-Abergele","Tseykeme","1997","3"
"Tigray","Tanqua-Abergele","Tseykeme","1990","4"
"Tigray","Tanqua-Abergele","Tseykeme","2017","5"
"Tigray","Tanqua-Abergele","Tseykeme","2000","6"
"Tigray","Tanqua-Abergele","Tseykeme","2002","7"
"Tigray","Tanqua-Abergele","Tseykeme","1994","8"
"Tigray","Tanqua-Abergele","Tseykeme","1992","9"
"Tigray","Tanqua-Abergele","Tseykeme","1986","10"
"Tigray","Tanqua-Abergele","Simret","1984","1"
"Tigray","Tanqua-Abergele","Simret","1997","2"
"Tigray","Tanqua-Abergele","Simret","2007","3"
"Tigray","Tanqua-Abergele","Simret","2015","4"
"Tigray","Tanqua-Abergele","Simret","1987","5"
"Tigray","Tanqua-Abergele","Simret","2002","6"
"Tigray","Tanqua-Abergele","Simret","1993","7"
"Tigray","Tanqua-Abergele","Simret","1990","8"
"Tigray","Tanqua-Abergele","Simret","2005","9"
"Tigray","Tanqua-Abergele","Simret","2013","10"
"Tigray","Tanqua-Abergele","Negedebrhan","1984","1"
"Tigray","Tanqua-Abergele","Negedebrhan","2015","2"
"Tigray","Tanqua-Abergele","Negedebrhan","1997","3"
"Tigray","Tanqua-Abergele","Negedebrhan","1990","4"
"Tigray","Tanqua-Abergele","Negedebrhan","1987","5"
"Tigray","Tanqua-Abergele","Negedebrhan","2008","6"
"Tigray","Tanqua-Abergele","Negedebrhan","2014","7"
"Tigray","Tanqua-Abergele","Negedebrhan","2002","8"
"Tigray","Tanqua-Abergele","Negedebrhan","2004","9"
"Tigray","Tanqua-Abergele","Negedebrhan","2000","10"
"Tigray","Tanqua-Abergele","Grwre","1984","1"
"Tigray","Tanqua-Abergele","Grwre","1997","2"
"Tigray","Tanqua-Abergele","Grwre","2008","3"
"Tigray","Tanqua-Abergele","Grwre","2015","4"
"Tigray","Tanqua-Abergele","Grwre","1987","5"
"Tigray","Tanqua-Abergele","Grwre","1990","6"
"Tigray","Tanqua-Abergele","Grwre","1994","7"
"Tigray","Tanqua-Abergele","Grwre","2002","8"
"Tigray","Tanqua-Abergele","Grwre","2000","9"
"Tigray","Tanqua-Abergele","Grwre","2004","10"
"Tigray","Tanqua-Abergele","Limat","1984","1"
"Tigray","Tanqua-Abergele","Limat","1990","2"
"Tigray","Tanqua-Abergele","Limat","1997","3"
"Tigray","Tanqua-Abergele","Limat","2015","4"
"Tigray","Tanqua-Abergele","Limat","2008","5"
"Tigray","Tanqua-Abergele","Limat","1999","6"
"Tigray","Tanqua-Abergele","Limat","1987","7"
"Tigray","Tanqua-Abergele","Limat","2006","8"
"Tigray","Tanqua-Abergele","Limat","1992","9"
"Tigray","Tanqua-Abergele","Limat","2017","10"
"Tigray","Tanqua-Abergele","Jijqe","1984","1"
"Tigray","Tanqua-Abergele","Jijqe","1990","2"
"Tigray","Tanqua-Abergele","Jijqe","2015","3"
"Tigray","Tanqua-Abergele","Jijqe","1997","4"
"Tigray","Tanqua-Abergele","Jijqe","1994","5"
"Tigray","Tanqua-Abergele","Jijqe","2002","6"
"Tigray","Tanqua-Abergele","Jijqe","1993","7"
"Tigray","Tanqua-Abergele","Jijqe","1989","8"
"Tigray","Tanqua-Abergele","Jijqe","2011","9"
"Tigray","Tanqua-Abergele","Jijqe","2004","10"
"Tigray","Naeder-Adet","Jira","1984","1"
"Tigray","Naeder-Adet","Jira","1988","2"
"Tigray","Naeder-Adet","Jira","1990","3"
"Tigray","Naeder-Adet","Jira","1994","4"
"Tigray","Naeder-Adet","Jira","1997","5"
"Tigray","Naeder-Adet","Jira","2014","6"
"Tigray","Naeder-Adet","Jira","2007","7"
"Tigray","Naeder-Adet","Jira","2013","8"
"Tigray","Naeder-Adet","Jira","2014","9"
"Tigray","Naeder-Adet","Jira","2016","10"
"Tigray","Naeder-Adet","Adreb","1984","1"
"Tigray","Naeder-Adet","Adreb","1998","2"
"Tigray","Naeder-Adet","Adreb","1994","3"
"Tigray","Naeder-Adet","Adreb","1988","4"
"Tigray","Naeder-Adet","Adreb","2008","5"
"Tigray","Naeder-Adet","Adreb","2011","6"
"Tigray","Naeder-Adet","Adreb","1992","7"
"Tigray","Naeder-Adet","Adreb","2000","8"
"Tigray","Naeder-Adet","Adreb","2014","9"
"Tigray","Naeder-Adet","Adreb","2018","10"
"Tigray","Naeder-Adet","Ksad-acki","1984","1"
"Tigray","Naeder-Adet","Ksad-acki","1992","2"
"Tigray","Naeder-Adet","Ksad-acki","2007","3"
"Tigray","Naeder-Adet","Ksad-acki","2009","4"
"Tigray","Naeder-Adet","Ksad-acki","2012","5"
"Tigray","Naeder-Adet","Ksad-acki","2014","6"
"Tigray","Naeder-Adet","Ksad-acki","1990","7"
"Tigray","Naeder-Adet","Ksad-acki","1996","8"
"Tigray","Naeder-Adet","Ksad-acki","1997","9"
"Tigray","Naeder-Adet","Ksad-acki","1987","10"
"Tigray","Naeder-Adet","Seka","1984","1"
"Tigray","Naeder-Adet","Seka","1989","2"
"Tigray","Naeder-Adet","Seka","1987","3"
"Tigray","Naeder-Adet","Seka","1990","4"
"Tigray","Naeder-Adet","Seka","2000","5"
"Tigray","Naeder-Adet","Seka","1996","6"
"Tigray","Naeder-Adet","Seka","2002","7"
"Tigray","Naeder-Adet","Seka","2007","8"
"Tigray","Naeder-Adet","Seka","2014","9"
"Tigray","Naeder-Adet","Seka","2011","10"
"Tigray","Adwa","Lalaylogomti","1984","1"
"Tigray","Adwa","Lalaylogomti","1989","2"
"Tigray","Adwa","Lalaylogomti","2006","3"
"Tigray","Adwa","Lalaylogomti","1986","4"
"Tigray","Adwa","Lalaylogomti","2003","5"
"Tigray","Adwa","Lalaylogomti","2013","6"
"Tigray","Adwa","Lalaylogomti","1999","7"
"Tigray","Adwa","Lalaylogomti","2010","8"
"Tigray","Adwa","Lalaylogomti","2002","9"
"Tigray","Adwa","Lalaylogomti","1998","10"
"Tigray","Adwa","Woyenti","1984","1"
"Tigray","Adwa","Woyenti","1990","2"
"Tigray","Adwa","Woyenti","1987","3"
"Tigray","Adwa","Woyenti","2018","4"
"Tigray","Adwa","Woyenti","2014","5"
"Tigray","Adwa","Woyenti","2001","6"
"Tigray","Adwa","Woyenti","2017","7"
"Tigray","Adwa","Woyenti","2007","8"
"Tigray","Adwa","Woyenti","1994","9"
"Tigray","Adwa","Woyenti","2004","10"
"Tigray","Saharti Samre","Nebarhadinet","1984","1"
"Tigray","Saharti Samre","Nebarhadinet","1997","2"
"Tigray","Saharti Samre","Nebarhadinet","1987","3"
"Tigray","Saharti Samre","Nebarhadinet","2015","4"
"Tigray","Saharti Samre","Nebarhadinet","2007","5"
"Tigray","Saharti Samre","Nebarhadinet","2004","6"
"Tigray","Saharti Samre","Nebarhadinet","1989","7"
"Tigray","Saharti Samre","Nebarhadinet","1991","8"
"Tigray","Saharti Samre","Nebarhadinet","1994","9"
"Tigray","Saharti Samre","Nebarhadinet","2010","10"
"Tigray","Saharti Samre","Gijet","1984","1"
"Tigray","Saharti Samre","Gijet","1989","2"
"Tigray","Saharti Samre","Gijet","2015","3"
"Tigray","Saharti Samre","Gijet","1997","4"
"Tigray","Saharti Samre","Gijet","1987","5"
"Tigray","Saharti Samre","Gijet","1999","6"
"Tigray","Saharti Samre","Gijet","2010","7"
"Tigray","Saharti Samre","Gijet","2007","8"
"Tigray","Saharti Samre","Gijet","2005","9"
"Tigray","Saharti Samre","Gijet","1991","10"
"Tigray","Saharti Samre","Hintsa","1984","1"
"Tigray","Saharti Samre","Hintsa","1989","2"
"Tigray","Saharti Samre","Hintsa","1997","3"
"Tigray","Saharti Samre","Hintsa","2000","4"
"Tigray","Saharti Samre","Hintsa","2015","5"
"Tigray","Saharti Samre","Hintsa","2016","6"
"Tigray","Saharti Samre","Hintsa","2002","7"
"Tigray","Saharti Samre","Hintsa","2004","8"
"Tigray","Saharti Samre","Hintsa","1994","9"
"Tigray","Saharti Samre","Hintsa","2008","10"
"Amhara","Libo Kemkem","Ginaza","1984","1"
"Amhara","Libo Kemkem","Ginaza","1983","2"
"Amhara","Libo Kemkem","Ginaza","2016","3"
"Amhara","Libo Kemkem","Ginaza","2003","4"
"Amhara","Libo Kemkem","Ginaza","1987","5"
"Amhara","Libo Kemkem","Ginaza","1992","6"
"Amhara","Libo Kemkem","Ginaza","2018","7"
"Amhara","Libo Kemkem","Ginaza","2008","8"
"Amhara","Libo Kemkem","Ginaza","1984","9"
"Amhara","Libo Kemkem","Ginaza","1984","10"
"Amhara","Libo Kemkem","Ginaza","1984","1"
"Amhara","Libo Kemkem","Ginaza","1991","2"
"Amhara","Libo Kemkem","Ginaza","2016","3"
"Amhara","Libo Kemkem","Ginaza","2003","4"
"Amhara","Libo Kemkem","Ginaza","1987","5"
"Amhara","Libo Kemkem","Ginaza","1992","6"
"Amhara","Libo Kemkem","Ginaza","2018","7"
"Amhara","Libo Kemkem","Ginaza","2008","8"
"Amhara","Libo Kemkem","Ginaza","1984","9"
"Amhara","Libo Kemkem","Ginaza","1984","10"
"Amhara","Libo Kemkem","Birkutea","1983","1"
"Amhara","Libo Kemkem","Birkutea","2002","2"
"Amhara","Libo Kemkem","Birkutea","1991","3"
"Amhara","Libo Kemkem","Birkutea","2003","4"
"Amhara","Libo Kemkem","Birkutea","1993","5"
"Amhara","Libo Kemkem","Birkutea","2010","6"
"Amhara","Libo Kemkem","Birkutea","1998","7"
"Amhara","Libo Kemkem","Birkutea","2018","8"
"Amhara","Libo Kemkem","Birkutea","2018","9"
"Amhara","Libo Kemkem","Birkutea","2018","10"
"Amhara","Libo Kemkem","Ginaza","1990","1"
"Amhara","Libo Kemkem","Ginaza","1992","2"
"Amhara","Libo Kemkem","Ginaza","2002","3"
"Amhara","Libo Kemkem","Ginaza","2008","4"
"Amhara","Libo Kemkem","Ginaza","1991","5"
"Amhara","Libo Kemkem","Ginaza","2013","6"
"Amhara","Libo Kemkem","Ginaza","2012","7"
"Amhara","Libo Kemkem","Ginaza","2004","8"
"Amhara","Libo Kemkem","Ginaza","2004","9"
"Amhara","Libo Kemkem","Ginaza","2004","10"
"Amhara","Libo Kemkem","Ginaza","1983","1"
"Amhara","Libo Kemkem","Ginaza","1991","2"
"Amhara","Libo Kemkem","Ginaza","2016","3"
"Amhara","Libo Kemkem","Ginaza","2003","4"
"Amhara","Libo Kemkem","Ginaza","1987","5"
"Amhara","Libo Kemkem","Ginaza","2011","6"
"Amhara","Libo Kemkem","Ginaza","1984","7"
"Amhara","Libo Kemkem","Ginaza","2000","8"
"Amhara","Libo Kemkem","Ginaza","2010","9"
"Amhara","Libo Kemkem","Ginaza","2017","10"
"Tigray","Medebay-Zana","Kuluferha","1984","1"
"Tigray","Medebay-Zana","Kuluferha","1991","2"
"Tigray","Medebay-Zana","Kuluferha","1998","3"
"Tigray","Medebay-Zana","Kuluferha","1999","4"
"Tigray","Medebay-Zana","Kuluferha","2001","5"
"Tigray","Medebay-Zana","Kuluferha","2017","6"
"Tigray","Medebay-Zana","Kuluferha","2014","7"
"Tigray","Medebay-Zana","Kuluferha","2012","8"
"Tigray","Medebay-Zana","Kuluferha","2009","9"
"Tigray","Medebay-Zana","Kuluferha","2017","10"
"Tigray","Emba-Alaje","Amedwuha","1984","1"
"Tigray","Emba-Alaje","Amedwuha","1987","2"
"Tigray","Emba-Alaje","Amedwuha","2007","3"
"Tigray","Emba-Alaje","Amedwuha","1997","4"
"Tigray","Emba-Alaje","Amedwuha","1992","5"
"Tigray","Emba-Alaje","Amedwuha","2015","6"
"Tigray","Emba-Alaje","Amedwuha","1994","7"
"Tigray","Emba-Alaje","Amedwuha","2001","8"
"Tigray","Emba-Alaje","Amedwuha","2012","9"
"Tigray","Emba-Alaje","Amedwuha","2004","10"
"Tigray","Emba-Alaje","Ayba","1984","1"
"Tigray","Emba-Alaje","Ayba","1987","2"
"Tigray","Emba-Alaje","Ayba","1992","3"
"Tigray","Emba-Alaje","Ayba","1994","4"
"Tigray","Emba-Alaje","Ayba","2016","5"
"Tigray","Emba-Alaje","Ayba","2002","6"
"Tigray","Emba-Alaje","Ayba","1996","7"
"Tigray","Emba-Alaje","Ayba","2003","8"
"Tigray","Emba-Alaje","Ayba","2005","9"
"Tigray","Emba-Alaje","Ayba","1999","10"
"Tigray","Saharti Samre","Lemlem Arena","1984","1"
"Tigray","Saharti Samre","Lemlem Arena","1987","2"
"Tigray","Saharti Samre","Lemlem Arena","1997","3"
"Tigray","Saharti Samre","Lemlem Arena","1990","4"
"Tigray","Saharti Samre","Lemlem Arena","2004","5"
"Tigray","Saharti Samre","Lemlem Arena","2015","6"
"Tigray","Saharti Samre","Lemlem Arena","1995","7"
"Tigray","Saharti Samre","Lemlem Arena","2007","8"
"Tigray","Saharti Samre","Lemlem Arena","1994","9"
"Tigray","Saharti Samre","Lemlem Arena","2017","10"
"Tigray","Saharti Samre","Dekera","1984","1"
"Tigray","Saharti Samre","Dekera","1997","2"
"Tigray","Saharti Samre","Dekera","2015","3"
"Tigray","Saharti Samre","Dekera","2002","4"
"Tigray","Saharti Samre","Dekera","2004","5"
"Tigray","Saharti Samre","Dekera","2012","6"
"Tigray","Saharti Samre","Dekera","1994","7"
"Tigray","Saharti Samre","Dekera","2007","8"
"Tigray","Saharti Samre","Dekera","2000","9"
"Tigray","Saharti Samre","Dekera","1989","10"
"Tigray","Naeder-Adet","Adi selam","1984","1"
"Tigray","Naeder-Adet","Adi selam","1998","2"
"Tigray","Naeder-Adet","Adi selam","1995","3"
"Tigray","Naeder-Adet","Adi selam","2002","4"
"Tigray","Naeder-Adet","Adi selam","2008","5"
"Tigray","Naeder-Adet","Adi selam","2004","6"
"Tigray","Naeder-Adet","Adi selam","2016","7"
"Tigray","Naeder-Adet","Adi selam","2013","8"
"Tigray","Naeder-Adet","Adi selam","2011","9"
"Tigray","Naeder-Adet","Adi selam","2009","10"
"Tigray","Ahferom","Mezbr","1984","1"
"Tigray","Ahferom","Mezbr","2014","2"
"Tigray","Ahferom","Mezbr","1989","3"
"Tigray","Ahferom","Mezbr","1998","4"
"Tigray","Ahferom","Mezbr","2017","5"
"Tigray","Ahferom","Mezbr","1990","6"
"Tigray","Ahferom","Mezbr","1994","7"
"Tigray","Ahferom","Mezbr","2012","8"
"Tigray","Ahferom","Mezbr","1996","9"
"Tigray","Ahferom","Mezbr","2015","10"
"Tigray","Ahferom","Edagaarbi","1984","1"
"Tigray","Ahferom","Edagaarbi","1994","2"
"Tigray","Ahferom","Edagaarbi","1987","3"
"Tigray","Ahferom","Edagaarbi","2002","4"
"Tigray","Ahferom","Edagaarbi","2015","5"
"Tigray","Ahferom","Edagaarbi","2004","6"
"Tigray","Ahferom","Edagaarbi","1991","7"
"Tigray","Ahferom","Edagaarbi","1989","8"
"Tigray","Ahferom","Edagaarbi","1999","9"
"Tigray","Ahferom","Edagaarbi","1996","10"
"Tigray","Ahferom","Endamariam","1984","1"
"Tigray","Ahferom","Endamariam","1987","2"
"Tigray","Ahferom","Endamariam","2004","3"
"Tigray","Ahferom","Endamariam","1991","4"
"Tigray","Ahferom","Endamariam","1997","5"
"Tigray","Ahferom","Endamariam","1994","6"
"Tigray","Ahferom","Endamariam","2003","7"
"Tigray","Ahferom","Endamariam","1986","8"
"Tigray","Ahferom","Endamariam","2017","9"
"Tigray","Ahferom","Endamariam","1996","10"
"Tigray","Ahferom","Kudo","1984","1"
"Tigray","Ahferom","Kudo","1987","2"
"Tigray","Ahferom","Kudo","2014","3"
"Tigray","Ahferom","Kudo","1990","4"
"Tigray","Ahferom","Kudo","2017","5"
"Tigray","Ahferom","Kudo","1999","6"
"Tigray","Ahferom","Kudo","2004","7"
"Tigray","Ahferom","Kudo","2002","8"
"Tigray","Ahferom","Kudo","1997","9"
"Tigray","Ahferom","Kudo","2016","10"
"Tigray","Ahferom","Laelayhahaile","1984","1"
"Tigray","Ahferom","Laelayhahaile","1994","2"
"Tigray","Ahferom","Laelayhahaile","2017","3"
"Tigray","Ahferom","Laelayhahaile","1987","4"
"Tigray","Ahferom","Laelayhahaile","2015","5"
"Tigray","Ahferom","Laelayhahaile","1991","6"
"Tigray","Ahferom","Laelayhahaile","2004","7"
"Tigray","Ahferom","Laelayhahaile","1999","8"
"Tigray","Ahferom","Laelayhahaile","2002","9"
"Tigray","Ahferom","Laelayhahaile","2012","10"
"Tigray","Ahferom","Sefo","1984","1"
"Tigray","Ahferom","Sefo","1994","2"
"Tigray","Ahferom","Sefo","1987","3"
"Tigray","Ahferom","Sefo","2014","4"
"Tigray","Ahferom","Sefo","2004","5"
"Tigray","Ahferom","Sefo","1990","6"
"Tigray","Ahferom","Sefo","2000","7"
"Tigray","Ahferom","Sefo","1998","8"
"Tigray","Ahferom","Sefo","2007","9"
"Tigray","Ahferom","Sefo","2017","10"
"Tigray","Ahferom","Emba-Ahfrom","1984","1"
"Tigray","Ahferom","Emba-Ahfrom","1990","2"
"Tigray","Ahferom","Emba-Ahfrom","1987","3"
"Tigray","Ahferom","Emba-Ahfrom","1998","4"
"Tigray","Ahferom","Emba-Ahfrom","2002","5"
"Tigray","Ahferom","Emba-Ahfrom","1993","6"
"Tigray","Ahferom","Emba-Ahfrom","2008","7"
"Tigray","Ahferom","Emba-Ahfrom","2017","8"
"Tigray","Ahferom","Emba-Ahfrom","2014","9"
"Tigray","Ahferom","Emba-Ahfrom","2012","10"
"Tigray","Raya Azebo","Werabaye","1984","1"
"Tigray","Raya Azebo","Werabaye","1990","2"
"Tigray","Raya Azebo","Werabaye","2014","3"
"Tigray","Raya Azebo","Werabaye","1997","4"
"Tigray","Raya Azebo","Werabaye","2011","5"
"Tigray","Raya Azebo","Werabaye","2010","6"
"Tigray","Raya Azebo","Werabaye","1994","7"
"Tigray","Raya Azebo","Werabaye","2017","8"
"Tigray","Raya Azebo","Werabaye","1987","9"
"Tigray","Raya Azebo","Werabaye","2018","10"
"Tigray","Raya Azebo","Wargba","1984","1"
"Tigray","Raya Azebo","Wargba","1987","2"
"Tigray","Raya Azebo","Wargba","1988","3"
"Tigray","Raya Azebo","Wargba","1997","4"
"Tigray","Raya Azebo","Wargba","2008","5"
"Tigray","Raya Azebo","Wargba","1991","6"
"Tigray","Raya Azebo","Wargba","2014","7"
"Tigray","Raya Azebo","Wargba","2010","8"
"Tigray","Raya Azebo","Wargba","2004","9"
"Tigray","Raya Azebo","Wargba","2017","10"
"Tigray","Raya Azebo","Erba","1984","1"
"Tigray","Raya Azebo","Erba","1990","2"
"Tigray","Raya Azebo","Erba","2014","3"
"Tigray","Raya Azebo","Erba","2011","4"
"Tigray","Raya Azebo","Erba","1994","5"
"Tigray","Raya Azebo","Erba","1987","6"
"Tigray","Raya Azebo","Erba","1997","7"
"Tigray","Raya Azebo","Erba","2008","8"
"Tigray","Raya Azebo","Erba","2004","9"
"Tigray","Raya Azebo","Erba","2017","10"
"Tigray","Endamekoni","Tahtay haya","1984","1"
"Tigray","Endamekoni","Tahtay haya","1987","2"
"Tigray","Endamekoni","Tahtay haya","1993","3"
"Tigray","Endamekoni","Tahtay haya","2015","4"
"Tigray","Endamekoni","Tahtay haya","1997","5"
"Tigray","Endamekoni","Tahtay haya","2017","6"
"Tigray","Endamekoni","Tahtay haya","2004","7"
"Tigray","Endamekoni","Tahtay haya","2011","8"
"Tigray","Endamekoni","Tahtay haya","2008","9"
"Tigray","Endamekoni","Tahtay haya","1987","10"
"Tigray","Endamekoni","Simret","1984","1"
"Tigray","Endamekoni","Simret","1990","2"
"Tigray","Endamekoni","Simret","1987","3"
"Tigray","Endamekoni","Simret","1997","4"
"Tigray","Endamekoni","Simret","1994","5"
"Tigray","Endamekoni","Simret","2008","6"
"Tigray","Endamekoni","Simret","2011","7"
"Tigray","Endamekoni","Simret","2014","8"
"Tigray","Endamekoni","Simret","2004","9"
"Tigray","Endamekoni","Simret","2017","10"
"Tigray","Endamekoni","Meswaeti","1984","1"
"Tigray","Endamekoni","Meswaeti","1990","2"
"Tigray","Endamekoni","Meswaeti","1994","3"
"Tigray","Endamekoni","Meswaeti","1997","4"
"Tigray","Endamekoni","Meswaeti","1987","5"
"Tigray","Endamekoni","Meswaeti","2014","6"
"Tigray","Endamekoni","Meswaeti","2011","7"
"Tigray","Endamekoni","Meswaeti","2008","8"
"Tigray","Endamekoni","Meswaeti","2004","9"
"Tigray","Endamekoni","Meswaeti","2017","10"
"Tigray","Endamekoni","Mekan","1984","1"
"Tigray","Endamekoni","Mekan","1990","2"
"Tigray","Endamekoni","Mekan","1987","3"
"Tigray","Endamekoni","Mekan","1997","4"
"Tigray","Endamekoni","Mekan","1994","5"
"Tigray","Endamekoni","Mekan","2011","6"
"Tigray","Endamekoni","Mekan","2008","7"
"Tigray","Endamekoni","Mekan","2004","8"
"Tigray","Endamekoni","Mekan","2017","9"
"Tigray","Endamekoni","Mekan","2014","10"
"Tigray","Endamekoni","Hizba Teklehymanot","1984","1"
"Tigray","Endamekoni","Hizba Teklehymanot","1987","2"
"Tigray","Endamekoni","Hizba Teklehymanot","1990","3"
"Tigray","Endamekoni","Hizba Teklehymanot","1994","4"
"Tigray","Endamekoni","Hizba Teklehymanot","1997","5"
"Tigray","Endamekoni","Hizba Teklehymanot","2004","6"
"Tigray","Endamekoni","Hizba Teklehymanot","2014","7"
"Tigray","Endamekoni","Hizba Teklehymanot","2011","8"
"Tigray","Endamekoni","Hizba Teklehymanot","2008","9"
"Tigray","Endamekoni","Hizba Teklehymanot","2017","10"
"Tigray","Emba-Alaje","Tekea","1984","1"
"Tigray","Emba-Alaje","Tekea","1987","2"
"Tigray","Emba-Alaje","Tekea","1994","3"
"Tigray","Emba-Alaje","Tekea","1990","4"
"Tigray","Emba-Alaje","Tekea","2004","5"
"Tigray","Emba-Alaje","Tekea","2012","6"
"Tigray","Emba-Alaje","Tekea","2001","7"
"Tigray","Emba-Alaje","Tekea","2009","8"
"Tigray","Emba-Alaje","Tekea","1992","9"
"Tigray","Emba-Alaje","Tekea","1995","10"
"Tigray","Kilte Awlaelo","Debrebrhan","1984","1"
"Tigray","Kilte Awlaelo","Debrebrhan","2015","2"
"Tigray","Kilte Awlaelo","Debrebrhan","1990","3"
"Tigray","Kilte Awlaelo","Debrebrhan","2009","4"
"Tigray","Kilte Awlaelo","Debrebrhan","2000","5"
"Tigray","Kilte Awlaelo","Debrebrhan","1987","6"
"Tigray","Kilte Awlaelo","Debrebrhan","1994","7"
"Tigray","Kilte Awlaelo","Debrebrhan","2005","8"
"Tigray","Kilte Awlaelo","Debrebrhan","2006","9"
"Tigray","Kilte Awlaelo","Debrebrhan","2018","10"
