"Region","District","Village","year","rank"
"Amhara","Enesie Sar Midir","Debremawie-017-","1999","6"
"Amhara","Enesie Sar Midir","Debremawie-017-","2003","7"
"Amhara","Enesie Sar Midir","Debremawie-017-","2015","8"
"Amhara","Enesie Sar Midir","Debremawie-017-","2018","9"
"Amhara","Enesie Sar Midir","Debremawie-017-","2013","10"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","1984","1"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","2014","2"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","2002","3"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","1991","4"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","1997","5"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","2004","6"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","1986","7"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","2015","8"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","1989","9"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","2017","10"
"Amhara","Ibinat","Selamaya","1984","1"
"Amhara","Ibinat","Selamaya","1986","2"
"Amhara","Ibinat","Selamaya","1998","3"
"Amhara","Ibinat","Selamaya","2006","4"
"Amhara","Ibinat","Selamaya","2003","5"
"Amhara","Ibinat","Selamaya","2008","6"
"Amhara","Ibinat","Selamaya","2004","7"
"Amhara","Ibinat","Selamaya","2001","8"
"Amhara","Ibinat","Selamaya","2012","9"
"Amhara","Ibinat","Selamaya","2007","10"
"Amhara","Shebel Berenta","Yedwuha","1984","1"
"Amhara","Shebel Berenta","Yedwuha","1988","2"
"Amhara","Shebel Berenta","Yedwuha","1989","3"
"Amhara","Shebel Berenta","Yedwuha","2015","4"
"Amhara","Shebel Berenta","Yedwuha","1993","5"
"Amhara","Shebel Berenta","Yedwuha","1996","6"
"Amhara","Shebel Berenta","Yedwuha","2013","7"
"Amhara","Shebel Berenta","Yedwuha","1999","8"
"Amhara","Shebel Berenta","Yedwuha","2003","9"
"Amhara","Shebel Berenta","Yedwuha","2018","10"
"Amhara","Shebel Berenta","Wobo","1984","1"
"Amhara","Shebel Berenta","Wobo","1987","2"
"Amhara","Shebel Berenta","Wobo","2014","3"
"Amhara","Shebel Berenta","Wobo","1999","4"
"Amhara","Shebel Berenta","Wobo","2003","5"
"Amhara","Shebel Berenta","Wobo","2018","6"
"Amhara","Shebel Berenta","Wobo","2017","7"
"Amhara","Shebel Berenta","Wobo","2009","8"
"Amhara","Shebel Berenta","Wobo","2011","9"
"Amhara","Shebel Berenta","Wobo","2015","10"
"Amhara","Enesie Sar Midir","Melabesh-015-","1984","1"
"Amhara","Enesie Sar Midir","Melabesh-015-","2014","2"
"Amhara","Enesie Sar Midir","Melabesh-015-","1999","3"
"Amhara","Enesie Sar Midir","Melabesh-015-","1987","4"
"Amhara","Enesie Sar Midir","Melabesh-015-","2017","5"
"Amhara","Enesie Sar Midir","Melabesh-015-","2002","6"
"Amhara","Enesie Sar Midir","Melabesh-015-","2005","7"
"Amhara","Enesie Sar Midir","Melabesh-015-","2016","8"
"Amhara","Enesie Sar Midir","Melabesh-015-","1994","9"
"Amhara","Enesie Sar Midir","Melabesh-015-","2012","10"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","1984","1"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","1988","2"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","1987","3"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","2014","4"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","1993","5"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","2003","6"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","1991","7"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","1999","8"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","2002","9"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","2017","10"
"Amhara","Enesie Sar Midir","Adisalem-020-","1984","1"
"Amhara","Enesie Sar Midir","Adisalem-020-","2014","2"
"Amhara","Enesie Sar Midir","Adisalem-020-","1987","3"
"Amhara","Enesie Sar Midir","Adisalem-020-","1991","4"
"Amhara","Enesie Sar Midir","Adisalem-020-","1998","5"
"Amhara","Enesie Sar Midir","Adisalem-020-","2001","6"
"Amhara","Enesie Sar Midir","Adisalem-020-","2003","7"
"Amhara","Enesie Sar Midir","Adisalem-020-","2009","8"
"Amhara","Enesie Sar Midir","Adisalem-020-","2017","9"
"Amhara","Enesie Sar Midir","Adisalem-020-","1994","10"
"Amhara","Shebel Berenta","Mergech","1984","1"
"Amhara","Shebel Berenta","Mergech","1987","2"
"Amhara","Shebel Berenta","Mergech","2004","3"
"Amhara","Shebel Berenta","Mergech","2003","4"
"Amhara","Shebel Berenta","Mergech","2015","5"
"Amhara","Shebel Berenta","Mergech","1997","6"
"Amhara","Shebel Berenta","Mergech","1990","7"
"Amhara","Shebel Berenta","Mergech","2008","8"
"Amhara","Shebel Berenta","Mergech","2010","9"
"Amhara","Shebel Berenta","Mergech","2002","10"
"Amhara","Shebel Berenta","Abaselima","1984","1"
"Amhara","Shebel Berenta","Abaselima","1987","2"
"Amhara","Shebel Berenta","Abaselima","1992","3"
"Amhara","Shebel Berenta","Abaselima","2015","4"
"Amhara","Shebel Berenta","Abaselima","2000","5"
"Amhara","Shebel Berenta","Abaselima","2001","6"
"Amhara","Shebel Berenta","Abaselima","1990","7"
"Amhara","Shebel Berenta","Abaselima","2002","8"
"Amhara","Shebel Berenta","Abaselima","2004","9"
"Amhara","Shebel Berenta","Abaselima","1989","10"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","1984","1"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","1987","2"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","1993","3"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","1990","4"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","1992","5"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","2014","6"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","2004","7"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","2015","8"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","2017","9"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","2005","10"
"Amhara","Libo Kemkem","Agid","2001","1"
"Amhara","Libo Kemkem","Agid","1984","2"
"Amhara","Libo Kemkem","Agid","1987","3"
"Amhara","Libo Kemkem","Agid","1996","4"
"Amhara","Libo Kemkem","Agid","2009","5"
"Amhara","Libo Kemkem","Agid","1999","6"
"Amhara","Libo Kemkem","Agid","2018","7"
"Amhara","Libo Kemkem","Agid","1986","8"
"Amhara","Libo Kemkem","Agid","2011","9"
"Amhara","Libo Kemkem","Agid","2008","10"
"Amhara","Ibinat","Serawudi","1983","1"
"Amhara","Ibinat","Serawudi","1984","2"
"Amhara","Ibinat","Serawudi","1993","3"
"Amhara","Ibinat","Serawudi","1999","4"
"Amhara","Ibinat","Serawudi","1995","5"
"Amhara","Ibinat","Serawudi","1996","6"
"Amhara","Ibinat","Serawudi","1990","7"
"Amhara","Ibinat","Serawudi","2000","8"
"Amhara","Ibinat","Serawudi","1994","9"
"Amhara","Ibinat","Serawudi","1991","10"
"Tigray","Werieleke","Enda-Felasi","1984","1"
"Tigray","Werieleke","Enda-Felasi","2002","2"
"Tigray","Werieleke","Enda-Felasi","1997","3"
"Tigray","Werieleke","Enda-Felasi","1994","4"
"Tigray","Werieleke","Enda-Felasi","2009","5"
"Tigray","Werieleke","Enda-Felasi","1991","6"
"Tigray","Werieleke","Enda-Felasi","1987","7"
"Tigray","Werieleke","Enda-Felasi","1989","8"
"Tigray","Werieleke","Enda-Felasi","2016","9"
"Tigray","Werieleke","Enda-Felasi","1990","10"
"Tigray","Werieleke","Tsae","1984","1"
"Tigray","Werieleke","Tsae","1989","2"
"Tigray","Werieleke","Tsae","1997","3"
"Tigray","Werieleke","Tsae","1994","4"
"Tigray","Werieleke","Tsae","1987","5"
"Tigray","Werieleke","Tsae","2015","6"
"Tigray","Werieleke","Tsae","1999","7"
"Tigray","Werieleke","Tsae","1990","8"
"Tigray","Werieleke","Tsae","2004","9"
"Tigray","Werieleke","Tsae","2001","10"
"Tigray","Kolatemben","Wuhdet","1983","1"
"Tigray","Kolatemben","Wuhdet","1990","2"
"Tigray","Kolatemben","Wuhdet","1996","3"
"Tigray","Kolatemben","Wuhdet","1988","4"
"Tigray","Kolatemben","Wuhdet","1998","5"
"Tigray","Kolatemben","Wuhdet","1986","6"
"Tigray","Kolatemben","Wuhdet","1989","7"
"Tigray","Kolatemben","Wuhdet","2007","8"
"Tigray","Kolatemben","Wuhdet","2016","9"
"Tigray","Kolatemben","Wuhdet","2017","10"
"Tigray","Werieleke","Misema","1984","1"
"Tigray","Werieleke","Misema","1987","2"
"Tigray","Werieleke","Misema","1994","3"
"Tigray","Werieleke","Misema","2007","4"
"Tigray","Werieleke","Misema","1989","5"
"Tigray","Werieleke","Misema","2005","6"
"Tigray","Werieleke","Misema","1991","7"
"Tigray","Werieleke","Misema","2009","8"
"Tigray","Werieleke","Misema","1999","9"
"Tigray","Werieleke","Misema","1997","10"
"Tigray","Werieleke","May-Nebri","1984","1"
"Tigray","Werieleke","May-Nebri","1987","2"
"Tigray","Werieleke","May-Nebri","1994","3"
"Tigray","Werieleke","May-Nebri","2014","4"
"Tigray","Werieleke","May-Nebri","2007","5"
"Tigray","Werieleke","May-Nebri","1989","6"
"Tigray","Werieleke","May-Nebri","1986","7"
"Tigray","Werieleke","May-Nebri","1988","8"
"Tigray","Werieleke","May-Nebri","2005","9"
"Tigray","Werieleke","May-Nebri","1997","10"
"Tigray","Werieleke","Arena","1984","1"
"Tigray","Werieleke","Arena","1988","2"
"Tigray","Werieleke","Arena","1994","3"
"Tigray","Werieleke","Arena","2002","4"
"Tigray","Werieleke","Arena","1990","5"
"Tigray","Werieleke","Arena","1992","6"
"Tigray","Werieleke","Arena","1989","7"
"Tigray","Werieleke","Arena","2014","8"
"Tigray","Werieleke","Arena","2004","9"
"Tigray","Werieleke","Arena","2005","10"
"Tigray","Werieleke","May-Chekemte","1984","1"
"Tigray","Werieleke","May-Chekemte","1997","2"
"Tigray","Werieleke","May-Chekemte","1987","3"
"Tigray","Werieleke","May-Chekemte","2014","4"
"Tigray","Werieleke","May-Chekemte","2007","5"
"Tigray","Werieleke","May-Chekemte","2002","6"
"Tigray","Werieleke","May-Chekemte","2015","7"
"Tigray","Werieleke","May-Chekemte","1990","8"
"Tigray","Werieleke","May-Chekemte","2004","9"
"Tigray","Werieleke","May-Chekemte","2018","10"
"Amhara","Shebel Berenta","Woynye","1984","1"
"Amhara","Shebel Berenta","Woynye","1987","2"
"Amhara","Shebel Berenta","Woynye","2014","3"
"Amhara","Shebel Berenta","Woynye","2002","4"
"Amhara","Shebel Berenta","Woynye","2001","5"
"Amhara","Shebel Berenta","Woynye","2008","6"
"Amhara","Shebel Berenta","Woynye","1990","7"
"Amhara","Shebel Berenta","Woynye","1999","8"
"Amhara","Shebel Berenta","Woynye","2000","9"
"Amhara","Shebel Berenta","Woynye","2004","10"
"Amhara","Libo Kemkem","Birkutea","1984","1"
"Amhara","Libo Kemkem","Birkutea","1992","2"
"Amhara","Libo Kemkem","Birkutea","2013","3"
"Amhara","Libo Kemkem","Birkutea","1990","4"
"Amhara","Libo Kemkem","Birkutea","1995","5"
"Amhara","Libo Kemkem","Birkutea","2017","6"
"Amhara","Libo Kemkem","Birkutea","1998","7"
"Amhara","Libo Kemkem","Birkutea","1999","8"
"Amhara","Libo Kemkem","Birkutea","2018","9"
"Amhara","Libo Kemkem","Birkutea","2006","10"
"Amhara","Ibinat","Wariba","1986","1"
"Amhara","Ibinat","Wariba","1999","2"
"Amhara","Ibinat","Wariba","2013","3"
"Amhara","Ibinat","Wariba","2017","4"
"Amhara","Ibinat","Wariba","2003","5"
"Amhara","Ibinat","Wariba","2018","6"
"Amhara","Ibinat","Wariba","1998","7"
"Amhara","Ibinat","Wariba","1992","8"
"Amhara","Ibinat","Wariba","2014","9"
"Amhara","Ibinat","Wariba","2008","10"
"Amhara","Ibinat","Wonberoch","1984","1"
"Amhara","Ibinat","Wonberoch","1986","2"
"Amhara","Ibinat","Wonberoch","1987","3"
"Amhara","Ibinat","Wonberoch","1990","4"
"Amhara","Ibinat","Wonberoch","1992","5"
"Amhara","Ibinat","Wonberoch","2000","6"
"Amhara","Ibinat","Wonberoch","2004","7"
"Amhara","Ibinat","Wonberoch","2006","8"
"Amhara","Ibinat","Wonberoch","2001","9"
"Amhara","Ibinat","Wonberoch","1998","10"
"Amhara","Ibinat","Worgaja wagi","1987","1"
"Amhara","Ibinat","Worgaja wagi","1993","2"
"Amhara","Ibinat","Worgaja wagi","2018","3"
"Amhara","Ibinat","Worgaja wagi","1985","4"
"Amhara","Ibinat","Worgaja wagi","1997","5"
"Amhara","Ibinat","Worgaja wagi","1994","6"
"Amhara","Ibinat","Worgaja wagi","2003","7"
"Amhara","Ibinat","Worgaja wagi","2004","8"
"Amhara","Ibinat","Worgaja wagi","2014","9"
"Amhara","Ibinat","Worgaja wagi","2016","10"
"Amhara","Ibinat","Burkoche","1984","1"
"Amhara","Ibinat","Burkoche","1986","2"
"Amhara","Ibinat","Burkoche","2004","3"
"Amhara","Ibinat","Burkoche","2002","4"
"Amhara","Ibinat","Burkoche","2009","5"
"Amhara","Ibinat","Burkoche","1985","6"
"Amhara","Ibinat","Burkoche","2015","7"
"Amhara","Ibinat","Burkoche","1994","8"
"Amhara","Ibinat","Burkoche","2012","9"
"Amhara","Ibinat","Burkoche","2018","10"
"Amhara","Shebel Berenta","Suha","1984","1"
"Amhara","Shebel Berenta","Suha","1987","2"
"Amhara","Shebel Berenta","Suha","1990","3"
"Amhara","Shebel Berenta","Suha","2001","4"
"Amhara","Shebel Berenta","Suha","2014","5"
"Amhara","Shebel Berenta","Suha","2015","6"
"Amhara","Shebel Berenta","Suha","2017","7"
"Amhara","Shebel Berenta","Suha","1988","8"
"Amhara","Shebel Berenta","Suha","1995","9"
"Amhara","Shebel Berenta","Suha","1998","10"
"Amhara","Ibinat","Embacheko Gunaguna","1983","1"
"Amhara","Ibinat","Embacheko Gunaguna","1986","2"
"Amhara","Ibinat","Embacheko Gunaguna","1992","3"
"Amhara","Ibinat","Embacheko Gunaguna","1995","4"
"Amhara","Ibinat","Embacheko Gunaguna","1998","5"
"Amhara","Ibinat","Embacheko Gunaguna","2002","6"
"Amhara","Ibinat","Embacheko Gunaguna","2004","7"
"Amhara","Ibinat","Embacheko Gunaguna","2007","8"
"Amhara","Ibinat","Embacheko Gunaguna","2014","9"
"Amhara","Ibinat","Embacheko Gunaguna","1984","10"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","1984","1"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","2014","2"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","2003","3"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","1987","4"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","1985","5"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","2002","6"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","2011","7"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","2015","8"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","2018","9"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","2001","10"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","1984","1"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","1987","2"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","2014","3"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","1991","4"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","2002","5"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","1997","6"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","2015","7"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","2017","8"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","2001","9"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","2005","10"
"Amhara","Enesie Sar Midir","Berlay-034-","1984","1"
"Amhara","Enesie Sar Midir","Berlay-034-","1987","2"
"Amhara","Enesie Sar Midir","Berlay-034-","2014","3"
"Amhara","Enesie Sar Midir","Berlay-034-","2002","4"
"Amhara","Enesie Sar Midir","Berlay-034-","1991","5"
"Amhara","Enesie Sar Midir","Berlay-034-","2015","6"
"Amhara","Enesie Sar Midir","Berlay-034-","2017","7"
"Amhara","Enesie Sar Midir","Berlay-034-","1990","8"
"Amhara","Enesie Sar Midir","Berlay-034-","1989","9"
"Amhara","Enesie Sar Midir","Berlay-034-","2004","10"
"Amhara","Shebel Berenta","Yeju","1984","1"
"Amhara","Shebel Berenta","Yeju","1987","2"
"Amhara","Shebel Berenta","Yeju","1994","3"
"Amhara","Shebel Berenta","Yeju","2004","4"
"Amhara","Shebel Berenta","Yeju","2015","5"
"Amhara","Shebel Berenta","Yeju","2009","6"
"Amhara","Shebel Berenta","Yeju","2016","7"
"Amhara","Shebel Berenta","Yeju","2012","8"
"Amhara","Shebel Berenta","Yeju","2018","9"
"Amhara","Shebel Berenta","Yeju","1998","10"
"Amhara","Shebel Berenta","Worego","1984","1"
"Amhara","Shebel Berenta","Worego","1987","2"
"Amhara","Shebel Berenta","Worego","2014","3"
"Amhara","Shebel Berenta","Worego","1994","4"
"Amhara","Shebel Berenta","Worego","2000","5"
"Amhara","Shebel Berenta","Worego","1998","6"
"Amhara","Shebel Berenta","Worego","2004","7"
"Amhara","Shebel Berenta","Worego","2008","8"
"Amhara","Shebel Berenta","Worego","2012","9"
"Amhara","Shebel Berenta","Worego","2018","10"
"Amhara","Shebel Berenta","Selelkula","1984","1"
"Amhara","Shebel Berenta","Selelkula","1987","2"
"Amhara","Shebel Berenta","Selelkula","2014","3"
"Amhara","Shebel Berenta","Selelkula","1994","4"
"Amhara","Shebel Berenta","Selelkula","2004","5"
"Amhara","Shebel Berenta","Selelkula","1990","6"
"Amhara","Shebel Berenta","Selelkula","1997","7"
"Amhara","Shebel Berenta","Selelkula","2009","8"
"Amhara","Shebel Berenta","Selelkula","2018","9"
"Amhara","Shebel Berenta","Selelkula","2012","10"
"Amhara","Shebel Berenta","Ledy","1984","1"
"Amhara","Shebel Berenta","Ledy","1987","2"
"Amhara","Shebel Berenta","Ledy","1990","3"
"Amhara","Shebel Berenta","Ledy","2004","4"
"Amhara","Shebel Berenta","Ledy","1986","5"
"Amhara","Shebel Berenta","Ledy","2015","6"
"Amhara","Shebel Berenta","Ledy","1997","7"
"Amhara","Shebel Berenta","Ledy","2000","8"
"Amhara","Shebel Berenta","Ledy","2006","9"
"Amhara","Shebel Berenta","Ledy","1995","10"
"Amhara","Shebel Berenta","Gebsit","1984","1"
"Amhara","Shebel Berenta","Gebsit","1987","2"
"Amhara","Shebel Berenta","Gebsit","2015","3"
"Amhara","Shebel Berenta","Gebsit","1998","4"
"Amhara","Shebel Berenta","Gebsit","2001","5"
"Amhara","Shebel Berenta","Gebsit","2004","6"
"Amhara","Shebel Berenta","Gebsit","2005","7"
"Amhara","Shebel Berenta","Gebsit","2010","8"
"Amhara","Shebel Berenta","Gebsit","1994","9"
"Amhara","Shebel Berenta","Gebsit","1990","10"
"Amhara","Ibinat","Shunge","1984","1"
"Amhara","Ibinat","Shunge","1987","2"
"Amhara","Ibinat","Shunge","1998","3"
"Amhara","Ibinat","Shunge","2014","4"
"Amhara","Ibinat","Shunge","2001","5"
"Amhara","Ibinat","Shunge","1991","6"
"Amhara","Ibinat","Shunge","1994","7"
"Amhara","Ibinat","Shunge","1996","8"
"Amhara","Ibinat","Shunge","2008","9"
"Amhara","Ibinat","Shunge","2002","10"
"Amhara","Shebel Berenta","Ansheb","1984","1"
"Amhara","Shebel Berenta","Ansheb","1987","2"
"Amhara","Shebel Berenta","Ansheb","2014","3"
"Amhara","Shebel Berenta","Ansheb","1991","4"
"Amhara","Shebel Berenta","Ansheb","1999","5"
"Amhara","Shebel Berenta","Ansheb","2002","6"
"Amhara","Shebel Berenta","Ansheb","2004","7"
"Amhara","Shebel Berenta","Ansheb","1993","8"
"Amhara","Shebel Berenta","Ansheb","2008","9"
"Amhara","Shebel Berenta","Ansheb","2011","10"
"Amhara","Shebel Berenta","Gedayasu","1984","1"
"Amhara","Shebel Berenta","Gedayasu","1987","2"
"Amhara","Shebel Berenta","Gedayasu","2014","3"
"Amhara","Shebel Berenta","Gedayasu","2001","4"
"Amhara","Shebel Berenta","Gedayasu","2004","5"
"Amhara","Shebel Berenta","Gedayasu","1994","6"
"Amhara","Shebel Berenta","Gedayasu","1998","7"
"Amhara","Shebel Berenta","Gedayasu","1989","8"
"Amhara","Shebel Berenta","Gedayasu","2012","9"
"Amhara","Shebel Berenta","Gedayasu","2003","10"
"Amhara","Goncha Siso Enesie","Filatako","1984","1"
"Amhara","Goncha Siso Enesie","Filatako","1996","2"
"Amhara","Goncha Siso Enesie","Filatako","1986","3"
"Amhara","Goncha Siso Enesie","Filatako","2000","4"
"Amhara","Goncha Siso Enesie","Filatako","1990","5"
"Amhara","Goncha Siso Enesie","Filatako","2015","6"
"Amhara","Goncha Siso Enesie","Filatako","2017","7"
"Amhara","Goncha Siso Enesie","Filatako","1991","8"
"Amhara","Goncha Siso Enesie","Filatako","2006","9"
"Amhara","Goncha Siso Enesie","Filatako","2018","10"
"Amhara","Ibinat","Jiman Deregeha","1987","1"
"Amhara","Ibinat","Jiman Deregeha","1985","2"
"Amhara","Ibinat","Jiman Deregeha","2014","3"
"Amhara","Ibinat","Jiman Deregeha","1990","4"
"Amhara","Ibinat","Jiman Deregeha","2017","5"
"Amhara","Ibinat","Jiman Deregeha","1988","6"
"Amhara","Ibinat","Jiman Deregeha","2007","7"
"Amhara","Ibinat","Jiman Deregeha","2013","8"
"Amhara","Ibinat","Jiman Deregeha","1986","9"
"Amhara","Ibinat","Jiman Deregeha","2012","10"
"Amhara","Goncha Siso Enesie","Abarwuha","1984","1"
"Amhara","Goncha Siso Enesie","Abarwuha","2015","2"
"Amhara","Goncha Siso Enesie","Abarwuha","2001","3"
"Amhara","Goncha Siso Enesie","Abarwuha","2002","4"
"Amhara","Goncha Siso Enesie","Abarwuha","1986","5"
"Amhara","Goncha Siso Enesie","Abarwuha","1994","6"
"Amhara","Goncha Siso Enesie","Abarwuha","1995","7"
"Amhara","Goncha Siso Enesie","Abarwuha","2010","8"
"Amhara","Goncha Siso Enesie","Abarwuha","2016","9"
"Amhara","Goncha Siso Enesie","Abarwuha","2018","10"
"Amhara","Goncha Siso Enesie","Derit","1984","1"
"Amhara","Goncha Siso Enesie","Derit","1993","2"
"Amhara","Goncha Siso Enesie","Derit","1997","3"
"Amhara","Goncha Siso Enesie","Derit","2002","4"
"Amhara","Goncha Siso Enesie","Derit","2004","5"
"Amhara","Goncha Siso Enesie","Derit","2015","6"
"Amhara","Goncha Siso Enesie","Derit","2001","7"
"Amhara","Goncha Siso Enesie","Derit","1987","8"
"Amhara","Goncha Siso Enesie","Derit","1995","9"
"Amhara","Goncha Siso Enesie","Derit","2007","10"
