"Region","District","Village","year","rank","_index"
"Amhara","Enesie Sar Midir","Debremawie-017-","2015","8","135"
"Amhara","Enesie Sar Midir","Debremawie-017-","2018","9","135"
"Amhara","Enesie Sar Midir","Debremawie-017-","2013","10","135"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","1984","1","136"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","2014","2","136"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","2002","3","136"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","1991","4","136"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","1997","5","136"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","2004","6","136"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","1986","7","136"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","2015","8","136"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","1989","9","136"
"Amhara","Enesie Sar Midir","Worya-Meskel-032-","2017","10","136"
"Amhara","Ibinat","Selamaya","1984","1","137"
"Amhara","Ibinat","Selamaya","1986","2","137"
"Amhara","Ibinat","Selamaya","1998","3","137"
"Amhara","Ibinat","Selamaya","2006","4","137"
"Amhara","Ibinat","Selamaya","2003","5","137"
"Amhara","Ibinat","Selamaya","2008","6","137"
"Amhara","Ibinat","Selamaya","2004","7","137"
"Amhara","Ibinat","Selamaya","2001","8","137"
"Amhara","Ibinat","Selamaya","2012","9","137"
"Amhara","Ibinat","Selamaya","2007","10","137"
"Amhara","Shebel Berenta","Yedwuha","1984","1","138"
"Amhara","Shebel Berenta","Yedwuha","1988","2","138"
"Amhara","Shebel Berenta","Yedwuha","1989","3","138"
"Amhara","Shebel Berenta","Yedwuha","2015","4","138"
"Amhara","Shebel Berenta","Yedwuha","1993","5","138"
"Amhara","Shebel Berenta","Yedwuha","1996","6","138"
"Amhara","Shebel Berenta","Yedwuha","2013","7","138"
"Amhara","Shebel Berenta","Yedwuha","1999","8","138"
"Amhara","Shebel Berenta","Yedwuha","2003","9","138"
"Amhara","Shebel Berenta","Yedwuha","2018","10","138"
"Amhara","Shebel Berenta","Wobo","1984","1","139"
"Amhara","Shebel Berenta","Wobo","1987","2","139"
"Amhara","Shebel Berenta","Wobo","2014","3","139"
"Amhara","Shebel Berenta","Wobo","1999","4","139"
"Amhara","Shebel Berenta","Wobo","2003","5","139"
"Amhara","Shebel Berenta","Wobo","2018","6","139"
"Amhara","Shebel Berenta","Wobo","2017","7","139"
"Amhara","Shebel Berenta","Wobo","2009","8","139"
"Amhara","Shebel Berenta","Wobo","2011","9","139"
"Amhara","Shebel Berenta","Wobo","2015","10","139"
"Amhara","Enesie Sar Midir","Melabesh-015-","1984","1","140"
"Amhara","Enesie Sar Midir","Melabesh-015-","2014","2","140"
"Amhara","Enesie Sar Midir","Melabesh-015-","1999","3","140"
"Amhara","Enesie Sar Midir","Melabesh-015-","1987","4","140"
"Amhara","Enesie Sar Midir","Melabesh-015-","2017","5","140"
"Amhara","Enesie Sar Midir","Melabesh-015-","2002","6","140"
"Amhara","Enesie Sar Midir","Melabesh-015-","2005","7","140"
"Amhara","Enesie Sar Midir","Melabesh-015-","2016","8","140"
"Amhara","Enesie Sar Midir","Melabesh-015-","1994","9","140"
"Amhara","Enesie Sar Midir","Melabesh-015-","2012","10","140"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","1984","1","141"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","1988","2","141"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","1987","3","141"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","2014","4","141"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","1993","5","141"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","2003","6","141"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","1991","7","141"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","1999","8","141"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","2002","9","141"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","2017","10","141"
"Amhara","Enesie Sar Midir","Adisalem-020-","1984","1","142"
"Amhara","Enesie Sar Midir","Adisalem-020-","2014","2","142"
"Amhara","Enesie Sar Midir","Adisalem-020-","1987","3","142"
"Amhara","Enesie Sar Midir","Adisalem-020-","1991","4","142"
"Amhara","Enesie Sar Midir","Adisalem-020-","1998","5","142"
"Amhara","Enesie Sar Midir","Adisalem-020-","2001","6","142"
"Amhara","Enesie Sar Midir","Adisalem-020-","2003","7","142"
"Amhara","Enesie Sar Midir","Adisalem-020-","2009","8","142"
"Amhara","Enesie Sar Midir","Adisalem-020-","2017","9","142"
"Amhara","Enesie Sar Midir","Adisalem-020-","1994","10","142"
"Amhara","Shebel Berenta","Mergech","1984","1","143"
"Amhara","Shebel Berenta","Mergech","1987","2","143"
"Amhara","Shebel Berenta","Mergech","2004","3","143"
"Amhara","Shebel Berenta","Mergech","2003","4","143"
"Amhara","Shebel Berenta","Mergech","2015","5","143"
"Amhara","Shebel Berenta","Mergech","1997","6","143"
"Amhara","Shebel Berenta","Mergech","1990","7","143"
"Amhara","Shebel Berenta","Mergech","2008","8","143"
"Amhara","Shebel Berenta","Mergech","2010","9","143"
"Amhara","Shebel Berenta","Mergech","2002","10","143"
"Amhara","Shebel Berenta","Abaselima","1984","1","144"
"Amhara","Shebel Berenta","Abaselima","1987","2","144"
"Amhara","Shebel Berenta","Abaselima","1992","3","144"
"Amhara","Shebel Berenta","Abaselima","2015","4","144"
"Amhara","Shebel Berenta","Abaselima","2000","5","144"
"Amhara","Shebel Berenta","Abaselima","2001","6","144"
"Amhara","Shebel Berenta","Abaselima","1990","7","144"
"Amhara","Shebel Berenta","Abaselima","2002","8","144"
"Amhara","Shebel Berenta","Abaselima","2004","9","144"
"Amhara","Shebel Berenta","Abaselima","1989","10","144"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","1984","1","145"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","1987","2","145"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","1993","3","145"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","1990","4","145"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","1992","5","145"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","2014","6","145"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","2004","7","145"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","2015","8","145"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","2017","9","145"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","2005","10","145"
"Amhara","Libo Kemkem","Agid","2001","1","146"
"Amhara","Libo Kemkem","Agid","1984","2","146"
"Amhara","Libo Kemkem","Agid","1987","3","146"
"Amhara","Libo Kemkem","Agid","1996","4","146"
"Amhara","Libo Kemkem","Agid","2009","5","146"
"Amhara","Libo Kemkem","Agid","1999","6","146"
"Amhara","Libo Kemkem","Agid","2018","7","146"
"Amhara","Libo Kemkem","Agid","1986","8","146"
"Amhara","Libo Kemkem","Agid","2011","9","146"
"Amhara","Libo Kemkem","Agid","2008","10","146"
"Amhara","Ibinat","Serawudi","1983","1","147"
"Amhara","Ibinat","Serawudi","1984","2","147"
"Amhara","Ibinat","Serawudi","1993","3","147"
"Amhara","Ibinat","Serawudi","1999","4","147"
"Amhara","Ibinat","Serawudi","1995","5","147"
"Amhara","Ibinat","Serawudi","1996","6","147"
"Amhara","Ibinat","Serawudi","1990","7","147"
"Amhara","Ibinat","Serawudi","2000","8","147"
"Amhara","Ibinat","Serawudi","1994","9","147"
"Amhara","Ibinat","Serawudi","1991","10","147"
"Tigray","Werieleke","Enda-Felasi","1984","1","148"
"Tigray","Werieleke","Enda-Felasi","2002","2","148"
"Tigray","Werieleke","Enda-Felasi","1997","3","148"
"Tigray","Werieleke","Enda-Felasi","1994","4","148"
"Tigray","Werieleke","Enda-Felasi","2009","5","148"
"Tigray","Werieleke","Enda-Felasi","1991","6","148"
"Tigray","Werieleke","Enda-Felasi","1987","7","148"
"Tigray","Werieleke","Enda-Felasi","1989","8","148"
"Tigray","Werieleke","Enda-Felasi","2016","9","148"
"Tigray","Werieleke","Enda-Felasi","1990","10","148"
"Tigray","Werieleke","Tsae","1984","1","149"
"Tigray","Werieleke","Tsae","1989","2","149"
"Tigray","Werieleke","Tsae","1997","3","149"
"Tigray","Werieleke","Tsae","1994","4","149"
"Tigray","Werieleke","Tsae","1987","5","149"
"Tigray","Werieleke","Tsae","2015","6","149"
"Tigray","Werieleke","Tsae","1999","7","149"
"Tigray","Werieleke","Tsae","1990","8","149"
"Tigray","Werieleke","Tsae","2004","9","149"
"Tigray","Werieleke","Tsae","2001","10","149"
"Tigray","Kolatemben","Wuhdet","1983","1","150"
"Tigray","Kolatemben","Wuhdet","1990","2","150"
"Tigray","Kolatemben","Wuhdet","1996","3","150"
"Tigray","Kolatemben","Wuhdet","1988","4","150"
"Tigray","Kolatemben","Wuhdet","1998","5","150"
"Tigray","Kolatemben","Wuhdet","1986","6","150"
"Tigray","Kolatemben","Wuhdet","1989","7","150"
"Tigray","Kolatemben","Wuhdet","2007","8","150"
"Tigray","Kolatemben","Wuhdet","2016","9","150"
"Tigray","Kolatemben","Wuhdet","2017","10","150"
"Tigray","Werieleke","Misema","1984","1","151"
"Tigray","Werieleke","Misema","1987","2","151"
"Tigray","Werieleke","Misema","1994","3","151"
"Tigray","Werieleke","Misema","2007","4","151"
"Tigray","Werieleke","Misema","1989","5","151"
"Tigray","Werieleke","Misema","2005","6","151"
"Tigray","Werieleke","Misema","1991","7","151"
"Tigray","Werieleke","Misema","2009","8","151"
"Tigray","Werieleke","Misema","1999","9","151"
"Tigray","Werieleke","Misema","1997","10","151"
"Tigray","Werieleke","May-Nebri","1984","1","152"
"Tigray","Werieleke","May-Nebri","1987","2","152"
"Tigray","Werieleke","May-Nebri","1994","3","152"
"Tigray","Werieleke","May-Nebri","2014","4","152"
"Tigray","Werieleke","May-Nebri","2007","5","152"
"Tigray","Werieleke","May-Nebri","1989","6","152"
"Tigray","Werieleke","May-Nebri","1986","7","152"
"Tigray","Werieleke","May-Nebri","1988","8","152"
"Tigray","Werieleke","May-Nebri","2005","9","152"
"Tigray","Werieleke","May-Nebri","1997","10","152"
"Tigray","Werieleke","Arena","1984","1","153"
"Tigray","Werieleke","Arena","1988","2","153"
"Tigray","Werieleke","Arena","1994","3","153"
"Tigray","Werieleke","Arena","2002","4","153"
"Tigray","Werieleke","Arena","1990","5","153"
"Tigray","Werieleke","Arena","1992","6","153"
"Tigray","Werieleke","Arena","1989","7","153"
"Tigray","Werieleke","Arena","2014","8","153"
"Tigray","Werieleke","Arena","2004","9","153"
"Tigray","Werieleke","Arena","2005","10","153"
"Tigray","Werieleke","May-Chekemte","1984","1","154"
"Tigray","Werieleke","May-Chekemte","1997","2","154"
"Tigray","Werieleke","May-Chekemte","1987","3","154"
"Tigray","Werieleke","May-Chekemte","2014","4","154"
"Tigray","Werieleke","May-Chekemte","2007","5","154"
"Tigray","Werieleke","May-Chekemte","2002","6","154"
"Tigray","Werieleke","May-Chekemte","2015","7","154"
"Tigray","Werieleke","May-Chekemte","1990","8","154"
"Tigray","Werieleke","May-Chekemte","2004","9","154"
"Tigray","Werieleke","May-Chekemte","2018","10","154"
"Amhara","Shebel Berenta","Woynye","1984","1","155"
"Amhara","Shebel Berenta","Woynye","1987","2","155"
"Amhara","Shebel Berenta","Woynye","2014","3","155"
"Amhara","Shebel Berenta","Woynye","2002","4","155"
"Amhara","Shebel Berenta","Woynye","2001","5","155"
"Amhara","Shebel Berenta","Woynye","2008","6","155"
"Amhara","Shebel Berenta","Woynye","1990","7","155"
"Amhara","Shebel Berenta","Woynye","1999","8","155"
"Amhara","Shebel Berenta","Woynye","2000","9","155"
"Amhara","Shebel Berenta","Woynye","2004","10","155"
"Amhara","Libo Kemkem","Birkutea","1984","1","156"
"Amhara","Libo Kemkem","Birkutea","1992","2","156"
"Amhara","Libo Kemkem","Birkutea","2013","3","156"
"Amhara","Libo Kemkem","Birkutea","1990","4","156"
"Amhara","Libo Kemkem","Birkutea","1995","5","156"
"Amhara","Libo Kemkem","Birkutea","2017","6","156"
"Amhara","Libo Kemkem","Birkutea","1998","7","156"
"Amhara","Libo Kemkem","Birkutea","1999","8","156"
"Amhara","Libo Kemkem","Birkutea","2018","9","156"
"Amhara","Libo Kemkem","Birkutea","2006","10","156"
"Amhara","Ibinat","Wariba","1986","1","157"
"Amhara","Ibinat","Wariba","1999","2","157"
"Amhara","Ibinat","Wariba","2013","3","157"
"Amhara","Ibinat","Wariba","2017","4","157"
"Amhara","Ibinat","Wariba","2003","5","157"
"Amhara","Ibinat","Wariba","2018","6","157"
"Amhara","Ibinat","Wariba","1998","7","157"
"Amhara","Ibinat","Wariba","1992","8","157"
"Amhara","Ibinat","Wariba","2014","9","157"
"Amhara","Ibinat","Wariba","2008","10","157"
"Amhara","Ibinat","Wonberoch","1984","1","158"
"Amhara","Ibinat","Wonberoch","1986","2","158"
"Amhara","Ibinat","Wonberoch","1987","3","158"
"Amhara","Ibinat","Wonberoch","1990","4","158"
"Amhara","Ibinat","Wonberoch","1992","5","158"
"Amhara","Ibinat","Wonberoch","2000","6","158"
"Amhara","Ibinat","Wonberoch","2004","7","158"
"Amhara","Ibinat","Wonberoch","2006","8","158"
"Amhara","Ibinat","Wonberoch","2001","9","158"
"Amhara","Ibinat","Wonberoch","1998","10","158"
"Amhara","Ibinat","Worgaja wagi","1987","1","159"
"Amhara","Ibinat","Worgaja wagi","1993","2","159"
"Amhara","Ibinat","Worgaja wagi","2018","3","159"
"Amhara","Ibinat","Worgaja wagi","1985","4","159"
"Amhara","Ibinat","Worgaja wagi","1997","5","159"
"Amhara","Ibinat","Worgaja wagi","1994","6","159"
"Amhara","Ibinat","Worgaja wagi","2003","7","159"
"Amhara","Ibinat","Worgaja wagi","2004","8","159"
"Amhara","Ibinat","Worgaja wagi","2014","9","159"
"Amhara","Ibinat","Worgaja wagi","2016","10","159"
"Amhara","Ibinat","Burkoche","1984","1","160"
"Amhara","Ibinat","Burkoche","1986","2","160"
"Amhara","Ibinat","Burkoche","2004","3","160"
"Amhara","Ibinat","Burkoche","2002","4","160"
"Amhara","Ibinat","Burkoche","2009","5","160"
"Amhara","Ibinat","Burkoche","1985","6","160"
"Amhara","Ibinat","Burkoche","2015","7","160"
"Amhara","Ibinat","Burkoche","1994","8","160"
"Amhara","Ibinat","Burkoche","2012","9","160"
"Amhara","Ibinat","Burkoche","2018","10","160"
"Amhara","Shebel Berenta","Suha","1984","1","161"
"Amhara","Shebel Berenta","Suha","1987","2","161"
"Amhara","Shebel Berenta","Suha","1990","3","161"
"Amhara","Shebel Berenta","Suha","2001","4","161"
"Amhara","Shebel Berenta","Suha","2014","5","161"
"Amhara","Shebel Berenta","Suha","2015","6","161"
"Amhara","Shebel Berenta","Suha","2017","7","161"
"Amhara","Shebel Berenta","Suha","1988","8","161"
"Amhara","Shebel Berenta","Suha","1995","9","161"
"Amhara","Shebel Berenta","Suha","1998","10","161"
"Amhara","Ibinat","Embacheko Gunaguna","1983","1","162"
"Amhara","Ibinat","Embacheko Gunaguna","1986","2","162"
"Amhara","Ibinat","Embacheko Gunaguna","1992","3","162"
"Amhara","Ibinat","Embacheko Gunaguna","1995","4","162"
"Amhara","Ibinat","Embacheko Gunaguna","1998","5","162"
"Amhara","Ibinat","Embacheko Gunaguna","2002","6","162"
"Amhara","Ibinat","Embacheko Gunaguna","2004","7","162"
"Amhara","Ibinat","Embacheko Gunaguna","2007","8","162"
"Amhara","Ibinat","Embacheko Gunaguna","2014","9","162"
"Amhara","Ibinat","Embacheko Gunaguna","1984","10","162"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","1984","1","163"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","2014","2","163"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","2003","3","163"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","1987","4","163"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","1985","5","163"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","2002","6","163"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","2011","7","163"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","2015","8","163"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","2018","9","163"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","2001","10","163"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","1984","1","164"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","1987","2","164"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","2014","3","164"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","1991","4","164"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","2002","5","164"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","1997","6","164"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","2015","7","164"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","2017","8","164"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","2001","9","164"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","2005","10","164"
"Amhara","Enesie Sar Midir","Berlay-034-","1984","1","165"
"Amhara","Enesie Sar Midir","Berlay-034-","1987","2","165"
"Amhara","Enesie Sar Midir","Berlay-034-","2014","3","165"
"Amhara","Enesie Sar Midir","Berlay-034-","2002","4","165"
"Amhara","Enesie Sar Midir","Berlay-034-","1991","5","165"
"Amhara","Enesie Sar Midir","Berlay-034-","2015","6","165"
"Amhara","Enesie Sar Midir","Berlay-034-","2017","7","165"
"Amhara","Enesie Sar Midir","Berlay-034-","1990","8","165"
"Amhara","Enesie Sar Midir","Berlay-034-","1989","9","165"
"Amhara","Enesie Sar Midir","Berlay-034-","2004","10","165"
"Amhara","Shebel Berenta","Yeju","1984","1","166"
"Amhara","Shebel Berenta","Yeju","1987","2","166"
"Amhara","Shebel Berenta","Yeju","1994","3","166"
"Amhara","Shebel Berenta","Yeju","2004","4","166"
"Amhara","Shebel Berenta","Yeju","2015","5","166"
"Amhara","Shebel Berenta","Yeju","2009","6","166"
"Amhara","Shebel Berenta","Yeju","2016","7","166"
"Amhara","Shebel Berenta","Yeju","2012","8","166"
"Amhara","Shebel Berenta","Yeju","2018","9","166"
"Amhara","Shebel Berenta","Yeju","1998","10","166"
"Amhara","Shebel Berenta","Worego","1984","1","167"
"Amhara","Shebel Berenta","Worego","1987","2","167"
"Amhara","Shebel Berenta","Worego","2014","3","167"
"Amhara","Shebel Berenta","Worego","1994","4","167"
"Amhara","Shebel Berenta","Worego","2000","5","167"
"Amhara","Shebel Berenta","Worego","1998","6","167"
"Amhara","Shebel Berenta","Worego","2004","7","167"
"Amhara","Shebel Berenta","Worego","2008","8","167"
"Amhara","Shebel Berenta","Worego","2012","9","167"
"Amhara","Shebel Berenta","Worego","2018","10","167"
"Amhara","Shebel Berenta","Selelkula","1984","1","168"
"Amhara","Shebel Berenta","Selelkula","1987","2","168"
"Amhara","Shebel Berenta","Selelkula","2014","3","168"
"Amhara","Shebel Berenta","Selelkula","1994","4","168"
"Amhara","Shebel Berenta","Selelkula","2004","5","168"
"Amhara","Shebel Berenta","Selelkula","1990","6","168"
"Amhara","Shebel Berenta","Selelkula","1997","7","168"
"Amhara","Shebel Berenta","Selelkula","2009","8","168"
"Amhara","Shebel Berenta","Selelkula","2018","9","168"
"Amhara","Shebel Berenta","Selelkula","2012","10","168"
"Amhara","Shebel Berenta","Ledy","1984","1","169"
"Amhara","Shebel Berenta","Ledy","1987","2","169"
"Amhara","Shebel Berenta","Ledy","1990","3","169"
"Amhara","Shebel Berenta","Ledy","2004","4","169"
"Amhara","Shebel Berenta","Ledy","1986","5","169"
"Amhara","Shebel Berenta","Ledy","2015","6","169"
"Amhara","Shebel Berenta","Ledy","1997","7","169"
"Amhara","Shebel Berenta","Ledy","2000","8","169"
"Amhara","Shebel Berenta","Ledy","2006","9","169"
"Amhara","Shebel Berenta","Ledy","1995","10","169"
"Amhara","Shebel Berenta","Gebsit","1984","1","170"
"Amhara","Shebel Berenta","Gebsit","1987","2","170"
"Amhara","Shebel Berenta","Gebsit","2015","3","170"
"Amhara","Shebel Berenta","Gebsit","1998","4","170"
"Amhara","Shebel Berenta","Gebsit","2001","5","170"
"Amhara","Shebel Berenta","Gebsit","2004","6","170"
"Amhara","Shebel Berenta","Gebsit","2005","7","170"
"Amhara","Shebel Berenta","Gebsit","2010","8","170"
"Amhara","Shebel Berenta","Gebsit","1994","9","170"
"Amhara","Shebel Berenta","Gebsit","1990","10","170"
"Amhara","Ibinat","Shunge","1984","1","171"
"Amhara","Ibinat","Shunge","1987","2","171"
"Amhara","Ibinat","Shunge","1998","3","171"
"Amhara","Ibinat","Shunge","2014","4","171"
"Amhara","Ibinat","Shunge","2001","5","171"
"Amhara","Ibinat","Shunge","1991","6","171"
"Amhara","Ibinat","Shunge","1994","7","171"
"Amhara","Ibinat","Shunge","1996","8","171"
"Amhara","Ibinat","Shunge","2008","9","171"
"Amhara","Ibinat","Shunge","2002","10","171"
"Amhara","Shebel Berenta","Ansheb","1984","1","172"
"Amhara","Shebel Berenta","Ansheb","1987","2","172"
"Amhara","Shebel Berenta","Ansheb","2014","3","172"
"Amhara","Shebel Berenta","Ansheb","1991","4","172"
"Amhara","Shebel Berenta","Ansheb","1999","5","172"
"Amhara","Shebel Berenta","Ansheb","2002","6","172"
"Amhara","Shebel Berenta","Ansheb","2004","7","172"
"Amhara","Shebel Berenta","Ansheb","1993","8","172"
"Amhara","Shebel Berenta","Ansheb","2008","9","172"
"Amhara","Shebel Berenta","Ansheb","2011","10","172"
"Amhara","Shebel Berenta","Gedayasu","1984","1","173"
"Amhara","Shebel Berenta","Gedayasu","1987","2","173"
"Amhara","Shebel Berenta","Gedayasu","2014","3","173"
"Amhara","Shebel Berenta","Gedayasu","2001","4","173"
"Amhara","Shebel Berenta","Gedayasu","2004","5","173"
"Amhara","Shebel Berenta","Gedayasu","1994","6","173"
"Amhara","Shebel Berenta","Gedayasu","1998","7","173"
"Amhara","Shebel Berenta","Gedayasu","1989","8","173"
"Amhara","Shebel Berenta","Gedayasu","2012","9","173"
"Amhara","Shebel Berenta","Gedayasu","2003","10","173"
"Amhara","Goncha Siso Enesie","Filatako","1984","1","174"
"Amhara","Goncha Siso Enesie","Filatako","1996","2","174"
"Amhara","Goncha Siso Enesie","Filatako","1986","3","174"
"Amhara","Goncha Siso Enesie","Filatako","2000","4","174"
"Amhara","Goncha Siso Enesie","Filatako","1990","5","174"
"Amhara","Goncha Siso Enesie","Filatako","2015","6","174"
"Amhara","Goncha Siso Enesie","Filatako","2017","7","174"
"Amhara","Goncha Siso Enesie","Filatako","1991","8","174"
"Amhara","Goncha Siso Enesie","Filatako","2006","9","174"
"Amhara","Goncha Siso Enesie","Filatako","2018","10","174"
"Amhara","Ibinat","Jiman Deregeha","1987","1","175"
"Amhara","Ibinat","Jiman Deregeha","1985","2","175"
"Amhara","Ibinat","Jiman Deregeha","2014","3","175"
"Amhara","Ibinat","Jiman Deregeha","1990","4","175"
"Amhara","Ibinat","Jiman Deregeha","2017","5","175"
"Amhara","Ibinat","Jiman Deregeha","1988","6","175"
"Amhara","Ibinat","Jiman Deregeha","2007","7","175"
"Amhara","Ibinat","Jiman Deregeha","2013","8","175"
"Amhara","Ibinat","Jiman Deregeha","1986","9","175"
"Amhara","Ibinat","Jiman Deregeha","2012","10","175"
"Amhara","Goncha Siso Enesie","Abarwuha","1984","1","176"
"Amhara","Goncha Siso Enesie","Abarwuha","2015","2","176"
"Amhara","Goncha Siso Enesie","Abarwuha","2001","3","176"
"Amhara","Goncha Siso Enesie","Abarwuha","2002","4","176"
"Amhara","Goncha Siso Enesie","Abarwuha","1986","5","176"
"Amhara","Goncha Siso Enesie","Abarwuha","1994","6","176"
"Amhara","Goncha Siso Enesie","Abarwuha","1995","7","176"
"Amhara","Goncha Siso Enesie","Abarwuha","2010","8","176"
"Amhara","Goncha Siso Enesie","Abarwuha","2016","9","176"
"Amhara","Goncha Siso Enesie","Abarwuha","2018","10","176"
"Amhara","Goncha Siso Enesie","Derit","1984","1","177"
"Amhara","Goncha Siso Enesie","Derit","1993","2","177"
"Amhara","Goncha Siso Enesie","Derit","1997","3","177"
"Amhara","Goncha Siso Enesie","Derit","2002","4","177"
"Amhara","Goncha Siso Enesie","Derit","2004","5","177"
"Amhara","Goncha Siso Enesie","Derit","2015","6","177"
"Amhara","Goncha Siso Enesie","Derit","2001","7","177"
"Amhara","Goncha Siso Enesie","Derit","1987","8","177"
"Amhara","Goncha Siso Enesie","Derit","1995","9","177"
"Amhara","Goncha Siso Enesie","Derit","2007","10","177"
