year,Region,District,count,mean,std,pmean,pcount,pstd
2007,Amhara,Enbise Sar Midir,1,1,0,2.074208063,1.797431538,0.456044483
2007,Amhara,Ebenat,6,2.833333333,1.471960144,2.074208063,1.797431538,0.456044483
2007,Amhara,Shebel Berenta,0,0,0,2.074208063,1.797431538,0.456044483
2007,Amhara,Kemekem,5,1.8,0.836660027,2.074208063,1.797431538,0.456044483
2007,Amhara,Goncha Siso Enese,1,1,0,2.074208063,1.797431538,0.456044483
2007,Tigray,Adwa,1,3,0,4.065961213,1.721243576,0.860739456
2007,Tigray,Ahferom,1,2,0,4.065961213,1.721243576,0.860739456
2007,Tigray,Alamata,1,3,0,4.065961213,1.721243576,0.860739456
2007,Tigray,Ambalaje,2,4.5,4.949747468,4.065961213,1.721243576,0.860739456
2007,Tigray,Samre,5,3.8,1.303840481,4.065961213,1.721243576,0.860739456
2007,Tigray,Hawzen,2,6.5,2.121320344,4.065961213,1.721243576,0.860739456
2007,Tigray,Endamehoni,0,0,0,4.065961213,1.721243576,0.860739456
2007,Tigray,Ganta Afeshum,2,4.5,0.707106781,4.065961213,1.721243576,0.860739456
2007,Tigray,Wukro,0,0,0,4.065961213,1.721243576,0.860739456
2007,Tigray,Medebay Zana,1,7,0,4.065961213,1.721243576,0.860739456
2007,Tigray,Hintalo Wajerat,0,0,0,4.065961213,1.721243576,0.860739456
2007,Tigray,Ofla,4,6.25,0.5,4.065961213,1.721243576,0.860739456
2007,Tigray,Kola Temben,3,5,3.464101615,4.065961213,1.721243576,0.860739456
2007,Tigray,Naeder Adet,3,5,2.645751311,4.065961213,1.721243576,0.860739456
2007,Tigray,Tanku Abergele,1,8,0,4.065961213,1.721243576,0.860739456
2007,Tigray,Raya Azebo,0,0,0,4.065961213,1.721243576,0.860739456
2007,Tigray,Werie Lehe,3,6.333333333,0.577350269,4.065961213,1.721243576,0.860739456
2008,Amhara,Enbise Sar Midir,0,0,0,3.194034059,4.023517947,1.211868087
2008,Amhara,Ebenat,5,2.8,1.483239697,3.194034059,4.023517947,1.211868087
2008,Amhara,Shebel Berenta,4,3.25,1.258305739,3.194034059,4.023517947,1.211868087
2008,Amhara,Kemekem,9,4.222222222,1.986062548,3.194034059,4.023517947,1.211868087
2008,Amhara,Goncha Siso Enese,0,0,0,3.194034059,4.023517947,1.211868087
2008,Tigray,Adwa,0,0,0,2.927819356,1.539045343,0.549449642
2008,Tigray,Ahferom,1,4,0,2.927819356,1.539045343,0.549449642
2008,Tigray,Alamata,2,3,1.414213562,2.927819356,1.539045343,0.549449642
2008,Tigray,Ambalaje,0,0,0,3.281890384,1.537656427,0.467022114
2008,Tigray,Samre,1,1,0,2.927819356,1.539045343,0.549449642
2008,Tigray,Hawzen,2,3.5,3.535533906,2.927819356,1.539045343,0.549449642
2008,Tigray,Endamehoni,7,3,1.154700538,3.045843032,1.538582371,0.521973799
2008,Tigray,Ganta Afeshum,1,1,0,2.927819356,1.539045343,0.549449642
2008,Tigray,Wukro,0,0,0,2.927819356,1.539045343,0.549449642
2008,Tigray,Medebay Zana,0,0,0,2.927819356,1.539045343,0.549449642
2008,Tigray,Hintalo Wajerat,1,3,0,3.281890384,1.537656427,0.467022114
2008,Tigray,Ofla,2,2.5,2.121320344,2.927819356,1.539045343,0.549449642
2008,Tigray,Kola Temben,1,1,0,2.927819356,1.539045343,0.549449642
2008,Tigray,Naeder Adet,2,6,0,2.927819356,1.539045343,0.549449642
2008,Tigray,Tanku Abergele,5,6.2,1.095445115,2.927819356,1.539045343,0.549449642
2008,Tigray,Raya Azebo,2,4.5,2.121320344,3.281890384,1.537656427,0.467022114
2008,Tigray,Werie Lehe,0,0,0,2.927819356,1.539045343,0.549449642
2009,Amhara,Enbise Sar Midir,1,3,0,3.242969569,3.30510308,1.173803197
2009,Amhara,Ebenat,3,3,2.645751311,4.187168731,2.762667855,1.182865336
2009,Amhara,Shebel Berenta,3,3.666666667,1.154700538,3.242969569,3.30510308,1.173803197
2009,Amhara,Kemekem,7,4.571428571,1.511857892,4.187168731,2.762667855,1.182865336
2009,Amhara,Goncha Siso Enese,0,0,0,3.71506915,3.033885468,1.178334267
2009,Tigray,Adwa,0,0,0,1.42942023,0.642692699,0.403996821
2009,Tigray,Ahferom,0,0,0,1.42942023,0.642692699,0.403996821
2009,Tigray,Alamata,0,0,0,2.255585962,0.639451895,0.211665923
2009,Tigray,Ambalaje,1,3,0,2.255585962,0.639451895,0.211665923
2009,Tigray,Samre,1,7,0,1.901514934,0.640840811,0.294093451
2009,Tigray,Hawzen,0,0,0,1.901514934,0.640840811,0.294093451
2009,Tigray,Endamehoni,0,0,0,2.255585962,0.639451895,0.211665923
2009,Tigray,Ganta Afeshum,0,0,0,1.547443906,0.642229727,0.376520979
2009,Tigray,Wukro,2,4,4.242640687,1.665467582,0.641766755,0.349045136
2009,Tigray,Medebay Zana,3,2.333333333,1.527525232,1.547443906,0.642229727,0.376520979
2009,Tigray,Hintalo Wajerat,0,0,0,1.547443906,0.642229727,0.376520979
2009,Tigray,Ofla,0,0,0,2.373609638,0.638988923,0.184190081
2009,Tigray,Kola Temben,0,0,0,1.665467582,0.641766755,0.349045136
2009,Tigray,Naeder Adet,2,4,4.242640687,1.547443906,0.642229727,0.376520979
2009,Tigray,Tanku Abergele,1,1,0,1.901514934,0.640840811,0.294093451
2009,Tigray,Raya Azebo,0,0,0,2.255585962,0.639451895,0.211665923
2009,Tigray,Werie Lehe,3,5,1.732050808,1.783491258,0.641303783,0.321569294
2010,Amhara,Enbise Sar Midir,1,2,0,2.832969901,1.987855285,0.532759548
2010,Amhara,Ebenat,0,0,0,2.832969901,1.987855285,0.532759548
2010,Amhara,Shebel Berenta,3,2.333333333,0.577350269,2.832969901,1.987855285,0.532759548
2010,Amhara,Kemekem,8,3.625,1.407885953,2.832969901,1.987855285,0.532759548
2010,Amhara,Goncha Siso Enese,1,3,0,2.832969901,1.987855285,0.532759548
2010,Tigray,Adwa,1,3,0,1.42942023,0.642692699,0.403996821
2010,Tigray,Ahferom,0,0,0,1.42942023,0.642692699,0.403996821
2010,Tigray,Alamata,0,0,0,1.42942023,0.642692699,0.403996821
2010,Tigray,Ambalaje,0,0,0,1.42942023,0.642692699,0.403996821
2010,Tigray,Samre,2,2.5,2.121320344,1.42942023,0.642692699,0.403996821
2010,Tigray,Hawzen,1,4,0,1.42942023,0.642692699,0.403996821
2010,Tigray,Endamehoni,0,0,0,1.42942023,0.642692699,0.403996821
2010,Tigray,Ganta Afeshum,0,0,0,1.42942023,0.642692699,0.403996821
2010,Tigray,Wukro,0,0,0,1.42942023,0.642692699,0.403996821
2010,Tigray,Medebay Zana,1,1,0,1.42942023,0.642692699,0.403996821
2010,Tigray,Hintalo Wajerat,1,4,0,1.42942023,0.642692699,0.403996821
2010,Tigray,Ofla,1,2,0,1.42942023,0.642692699,0.403996821
2010,Tigray,Kola Temben,2,6.5,2.121320344,1.42942023,0.642692699,0.403996821
2010,Tigray,Naeder Adet,0,0,0,1.42942023,0.642692699,0.403996821
2010,Tigray,Tanku Abergele,0,0,0,1.42942023,0.642692699,0.403996821
2010,Tigray,Raya Azebo,2,4,1.414213562,1.42942023,0.642692699,0.403996821
2010,Tigray,Werie Lehe,0,0,0,1.42942023,0.642692699,0.403996821
2011,Amhara,Enbise Sar Midir,4,3.25,2.217355783,3.398544188,3.946332701,1.499701856
2011,Amhara,Ebenat,5,4.8,1.923538406,3.398544188,3.946332701,1.499701856
2011,Amhara,Shebel Berenta,2,1.5,0.707106781,3.398544188,3.946332701,1.499701856
2011,Amhara,Kemekem,6,4.333333333,1.751190072,3.398544188,3.946332701,1.499701856
2011,Amhara,Goncha Siso Enese,0,0,0,3.398544188,3.946332701,1.499701856
2011,Tigray,Adwa,0,0,0,2.643283892,1.493495785,0.471627188
2011,Tigray,Ahferom,0,0,0,2.643283892,1.493495785,0.471627188
2011,Tigray,Alamata,1,2,0,2.643283892,1.493495785,0.471627188
2011,Tigray,Ambalaje,0,0,0,2.643283892,1.493495785,0.471627188
2011,Tigray,Samre,1,5,0,2.643283892,1.493495785,0.471627188
2011,Tigray,Hawzen,1,4,0,2.643283892,1.493495785,0.471627188
2011,Tigray,Endamehoni,7,3.714285714,0.755928946,2.643283892,1.493495785,0.471627188
2011,Tigray,Ganta Afeshum,0,0,0,2.643283892,1.493495785,0.471627188
2011,Tigray,Wukro,1,1,0,2.643283892,1.493495785,0.471627188
2011,Tigray,Medebay Zana,1,4,0,2.643283892,1.493495785,0.471627188
2011,Tigray,Hintalo Wajerat,0,0,0,2.643283892,1.493495785,0.471627188
2011,Tigray,Ofla,1,4,0,2.643283892,1.493495785,0.471627188
2011,Tigray,Kola Temben,0,0,0,2.643283892,1.493495785,0.471627188
2011,Tigray,Naeder Adet,3,2.666666667,2.081665999,2.643283892,1.493495785,0.471627188
2011,Tigray,Tanku Abergele,3,4,1.732050808,2.643283892,1.493495785,0.471627188
2011,Tigray,Raya Azebo,2,6.5,0.707106781,2.643283892,1.493495785,0.471627188
2011,Tigray,Werie Lehe,0,0,0,2.643283892,1.493495785,0.471627188
2012,Amhara,Enbise Sar Midir,1,1,0,2.744800053,4.778420736,0.924760344
2012,Amhara,Ebenat,7,2.857142857,2.478478796,2.744800053,4.778420736,0.924760344
2012,Amhara,Shebel Berenta,5,1.8,0.836660027,2.744800053,4.778420736,0.924760344
2012,Amhara,Kemekem,7,3.142857143,2.035400978,2.744800053,4.778420736,0.924760344
2012,Amhara,Goncha Siso Enese,0,0,0,2.744800053,4.778420736,0.924760344
2012,Tigray,Adwa,0,0,0,1.42942023,0.642692699,0.403996821
2012,Tigray,Ahferom,3,1.666666667,1.154700538,1.42942023,0.642692699,0.403996821
2012,Tigray,Alamata,0,0,0,1.42942023,0.642692699,0.403996821
2012,Tigray,Ambalaje,2,3.5,2.121320344,1.42942023,0.642692699,0.403996821
2012,Tigray,Samre,1,5,0,1.42942023,0.642692699,0.403996821
2012,Tigray,Hawzen,0,0,0,1.42942023,0.642692699,0.403996821
2012,Tigray,Endamehoni,0,0,0,1.42942023,0.642692699,0.403996821
2012,Tigray,Ganta Afeshum,0,0,0,1.42942023,0.642692699,0.403996821
2012,Tigray,Wukro,1,2,0,1.42942023,0.642692699,0.403996821
2012,Tigray,Medebay Zana,3,3.333333333,2.516611478,1.42942023,0.642692699,0.403996821
2012,Tigray,Hintalo Wajerat,0,0,0,1.42942023,0.642692699,0.403996821
2012,Tigray,Ofla,0,0,0,1.42942023,0.642692699,0.403996821
2012,Tigray,Kola Temben,0,0,0,1.42942023,0.642692699,0.403996821
2012,Tigray,Naeder Adet,1,6,0,1.42942023,0.642692699,0.403996821
2012,Tigray,Tanku Abergele,0,0,0,1.42942023,0.642692699,0.403996821
2012,Tigray,Raya Azebo,0,0,0,1.42942023,0.642692699,0.403996821
2012,Tigray,Werie Lehe,0,0,0,1.42942023,0.642692699,0.403996821
2013,Amhara,Enbise Sar Midir,1,1,0,3.781422198,2.225884969,0.628653378
2013,Amhara,Ebenat,6,4.166666667,2.483277404,3.781422198,2.225884969,0.628653378
2013,Amhara,Shebel Berenta,1,4,0,3.781422198,2.225884969,0.628653378
2013,Amhara,Kemekem,9,4.555555556,2.87711275,3.781422198,2.225884969,0.628653378
2013,Amhara,Goncha Siso Enese,0,0,0,3.781422198,2.225884969,0.628653378
2013,Tigray,Adwa,1,5,0,1.901514934,0.640840811,0.294093451
2013,Tigray,Ahferom,0,0,0,2.137562286,0.639914867,0.239141766
2013,Tigray,Alamata,2,3,2.828427125,1.42942023,0.642692699,0.403996821
2013,Tigray,Ambalaje,0,0,0,1.547443906,0.642229727,0.376520979
2013,Tigray,Samre,0,0,0,1.783491258,0.641303783,0.321569294
2013,Tigray,Hawzen,1,2,0,2.01953861,0.640377839,0.266617609
2013,Tigray,Endamehoni,0,0,0,1.42942023,0.642692699,0.403996821
2013,Tigray,Ganta Afeshum,0,0,0,2.137562286,0.639914867,0.239141766
2013,Tigray,Wukro,1,9,0,1.901514934,0.640840811,0.294093451
2013,Tigray,Medebay Zana,0,0,0,1.783491258,0.641303783,0.321569294
2013,Tigray,Hintalo Wajerat,1,3,0,1.42942023,0.642692699,0.403996821
2013,Tigray,Ofla,0,0,0,1.42942023,0.642692699,0.403996821
2013,Tigray,Kola Temben,6,3.166666667,2.136976057,1.901514934,0.640840811,0.294093451
2013,Tigray,Naeder Adet,2,3,0,1.42942023,0.642692699,0.403996821
2013,Tigray,Tanku Abergele,1,1,0,1.783491258,0.641303783,0.321569294
2013,Tigray,Raya Azebo,0,0,0,1.42942023,0.642692699,0.403996821
2013,Tigray,Werie Lehe,0,0,0,1.901514934,0.640840811,0.294093451
2014,Amhara,Enbise Sar Midir,12,7.333333333,2.14617348,4.633944288,6.560321792,1.521108946
2014,Amhara,Ebenat,9,4.333333333,2.449489743,4.633944288,6.560321792,1.521108946
2014,Amhara,Shebel Berenta,7,7.714285714,0.755928946,4.751969183,6.492517388,1.522241714
2014,Amhara,Kemekem,7,5,1.632993162,4.633944288,6.560321792,1.521108946
2014,Amhara,Goncha Siso Enese,0,0,0,4.633944288,6.560321792,1.521108946
2014,Tigray,Adwa,1,6,0,3.857147554,2.344298871,0.539257556
2014,Tigray,Ahferom,4,6.5,3.109126351,3.857147554,2.344298871,0.539257556
2014,Tigray,Alamata,0,0,0,3.857147554,2.344298871,0.539257556
2014,Tigray,Ambalaje,0,0,0,3.857147554,2.344298871,0.539257556
2014,Tigray,Samre,0,0,0,3.857147554,2.344298871,0.539257556
2014,Tigray,Hawzen,1,7,0,3.857147554,2.344298871,0.539257556
2014,Tigray,Endamehoni,5,3.6,1.673320053,3.857147554,2.344298871,0.539257556
2014,Tigray,Ganta Afeshum,2,1.5,0.707106781,3.857147554,2.344298871,0.539257556
2014,Tigray,Wukro,0,0,0,3.857147554,2.344298871,0.539257556
2014,Tigray,Medebay Zana,2,5,1.414213562,3.857147554,2.344298871,0.539257556
2014,Tigray,Hintalo Wajerat,2,8,0,3.857147554,2.344298871,0.539257556
2014,Tigray,Ofla,0,0,0,3.857147554,2.344298871,0.539257556
2014,Tigray,Kola Temben,1,4,0,3.857147554,2.344298871,0.539257556
2014,Tigray,Naeder Adet,5,3.2,1.643167673,3.857147554,2.344298871,0.539257556
2014,Tigray,Tanku Abergele,3,6,1.732050808,3.857147554,2.344298871,0.539257556
2014,Tigray,Raya Azebo,3,6.666666667,2.309401077,3.857147554,2.344298871,0.539257556
2014,Tigray,Werie Lehe,3,5.666666667,2.309401077,3.857147554,2.344298871,0.539257556
2015,Amhara,Enbise Sar Midir,12,4.75,2.598076211,5.875731271,7.994488453,1.865857018
2015,Amhara,Ebenat,6,3,1.549193338,5.40363169,8.265706066,1.861325949
2015,Amhara,Shebel Berenta,10,5.7,1.946506843,5.875731271,7.994488453,1.865857018
2015,Amhara,Kemekem,12,4.833333333,2.949062512,4.813507213,8.604728082,1.855662112
2015,Amhara,Goncha Siso Enese,3,6.333333333,2.309401077,5.875731271,7.994488453,1.865857018
2015,Tigray,Adwa,0,0,0,5.191971458,2.580164676,0.91689139
2015,Tigray,Ahferom,3,4.333333333,2.886751346,5.191971458,2.580164676,0.91689139
2015,Tigray,Alamata,3,7,1,5.42801881,2.579238732,0.861939705
2015,Tigray,Ambalaje,2,5,0,5.42801881,2.579238732,0.861939705
2015,Tigray,Samre,8,7.125,1.125991626,5.309995134,2.579701704,0.889415547
2015,Tigray,Hawzen,3,5,1.732050808,5.191971458,2.580164676,0.91689139
2015,Tigray,Endamehoni,2,7,0,5.42801881,2.579238732,0.861939705
2015,Tigray,Ganta Afeshum,0,0,0,5.191971458,2.580164676,0.91689139
2015,Tigray,Wukro,2,8,1.414213562,5.191971458,2.580164676,0.91689139
2015,Tigray,Medebay Zana,0,0,0,4.83790043,2.581553592,0.999318917
2015,Tigray,Hintalo Wajerat,2,6,1.414213562,5.309995134,2.579701704,0.889415547
2015,Tigray,Ofla,5,8,0,5.42801881,2.579238732,0.861939705
2015,Tigray,Kola Temben,2,2.5,0.707106781,4.955924106,2.58109062,0.971843075
2015,Tigray,Naeder Adet,0,0,0,4.83790043,2.581553592,0.999318917
2015,Tigray,Tanku Abergele,8,8.125,0.991031209,5.191971458,2.580164676,0.91689139
2015,Tigray,Raya Azebo,0,0,0,5.42801881,2.579238732,0.861939705
2015,Tigray,Werie Lehe,3,4.666666667,0.577350269,4.955924106,2.58109062,0.971843075
2016,Amhara,Enbise Sar Midir,2,2.5,0.707106781,2.9512179,2.644875029,0.802584337
2016,Amhara,Ebenat,4,1.25,0.5,2.9512179,2.644875029,0.802584337
2016,Amhara,Shebel Berenta,1,4,0,2.9512179,2.644875029,0.802584337
2016,Amhara,Kemekem,5,5.2,3.834057903,2.9512179,2.644875029,0.802584337
2016,Amhara,Goncha Siso Enese,1,2,0,2.9512179,2.644875029,0.802584337
2016,Tigray,Adwa,0,0,0,2.643283892,1.493495785,0.471627188
2016,Tigray,Ahferom,1,1,0,2.643283892,1.493495785,0.471627188
2016,Tigray,Alamata,0,0,0,2.643283892,1.493495785,0.471627188
2016,Tigray,Ambalaje,1,6,0,2.643283892,1.493495785,0.471627188
2016,Tigray,Samre,2,3,2.828427125,2.643283892,1.493495785,0.471627188
2016,Tigray,Hawzen,2,1,0,2.643283892,1.493495785,0.471627188
2016,Tigray,Endamehoni,0,0,0,2.643283892,1.493495785,0.471627188
2016,Tigray,Ganta Afeshum,1,5,0,2.643283892,1.493495785,0.471627188
2016,Tigray,Wukro,1,3,0,2.643283892,1.493495785,0.471627188
2016,Tigray,Medebay Zana,2,7,2.828427125,2.643283892,1.493495785,0.471627188
2016,Tigray,Hintalo Wajerat,1,1,0,2.643283892,1.493495785,0.471627188
2016,Tigray,Ofla,0,0,0,2.643283892,1.493495785,0.471627188
2016,Tigray,Kola Temben,5,3,2.34520788,2.643283892,1.493495785,0.471627188
2016,Tigray,Naeder Adet,2,2.5,2.121320344,2.643283892,1.493495785,0.471627188
2016,Tigray,Tanku Abergele,2,4,0,2.643283892,1.493495785,0.471627188
2016,Tigray,Raya Azebo,0,0,0,2.643283892,1.493495785,0.471627188
2016,Tigray,Werie Lehe,2,2,0,2.643283892,1.493495785,0.471627188
2017,Amhara,Enbise Sar Midir,10,3,2.357022604,3.814837319,4.024617798,1.596238108
2017,Amhara,Ebenat,4,5.25,2.872281323,3.814837319,4.024617798,1.596238108
2017,Amhara,Shebel Berenta,2,4,0,3.814837319,4.024617798,1.596238108
2017,Amhara,Kemekem,8,4,1.8516402,3.814837319,4.024617798,1.596238108
2017,Amhara,Goncha Siso Enese,1,4,0,3.814837319,4.024617798,1.596238108
2017,Tigray,Adwa,1,4,0,2.805875586,1.519524104,0.516097162
2017,Tigray,Ahferom,6,4.333333333,2.732520204,2.805875586,1.519524104,0.516097162
2017,Tigray,Alamata,0,0,0,2.805875586,1.519524104,0.516097162
2017,Tigray,Ambalaje,1,3,0,2.805875586,1.519524104,0.516097162
2017,Tigray,Samre,1,1,0,2.805875586,1.519524104,0.516097162
2017,Tigray,Hawzen,2,4.5,0.707106781,2.805875586,1.519524104,0.516097162
2017,Tigray,Endamehoni,7,2.285714286,1.889822365,2.805875586,1.519524104,0.516097162
2017,Tigray,Ganta Afeshum,1,4,0,2.805875586,1.519524104,0.516097162
2017,Tigray,Wukro,1,6,0,2.805875586,1.519524104,0.516097162
2017,Tigray,Medebay Zana,5,3.6,1.673320053,2.805875586,1.519524104,0.516097162
2017,Tigray,Hintalo Wajerat,0,0,0,2.805875586,1.519524104,0.516097162
2017,Tigray,Ofla,0,0,0,2.805875586,1.519524104,0.516097162
2017,Tigray,Kola Temben,4,1.25,0.5,2.805875586,1.519524104,0.516097162
2017,Tigray,Naeder Adet,0,0,0,2.805875586,1.519524104,0.516097162
2017,Tigray,Tanku Abergele,2,3.5,3.535533906,2.805875586,1.519524104,0.516097162
2017,Tigray,Raya Azebo,3,1.666666667,1.154700538,2.805875586,1.519524104,0.516097162
2017,Tigray,Werie Lehe,0,0,0,2.805875586,1.519524104,0.516097162
2018,Amhara,Enbise Sar Midir,5,2,0.707106781,2.859779089,5.379205971,1.309453432
2018,Amhara,Ebenat,7,3.714285714,2.288688541,2.859779089,5.379205971,1.309453432
2018,Amhara,Shebel Berenta,6,2,1.549193338,2.859779089,5.379205971,1.309453432
2018,Amhara,Kemekem,11,2.909090909,1.578261414,2.859779089,5.379205971,1.309453432
2018,Amhara,Goncha Siso Enese,2,1,0,2.859779089,5.379205971,1.309453432
2018,Tigray,Adwa,1,7,0,2.074212964,1.402396669,0.315982282
2018,Tigray,Ahferom,0,0,0,2.074212964,1.402396669,0.315982282
2018,Tigray,Alamata,0,0,0,2.074212964,1.402396669,0.315982282
2018,Tigray,Ambalaje,0,0,0,2.074212964,1.402396669,0.315982282
2018,Tigray,Samre,0,0,0,2.074212964,1.402396669,0.315982282
2018,Tigray,Hawzen,0,0,0,2.074212964,1.402396669,0.315982282
2018,Tigray,Endamehoni,0,0,0,2.074212964,1.402396669,0.315982282
2018,Tigray,Ganta Afeshum,1,2,0,2.074212964,1.402396669,0.315982282
2018,Tigray,Wukro,1,1,0,2.074212964,1.402396669,0.315982282
2018,Tigray,Medebay Zana,2,5,4.242640687,2.074212964,1.402396669,0.315982282
2018,Tigray,Hintalo Wajerat,1,1,0,2.074212964,1.402396669,0.315982282
2018,Tigray,Ofla,1,1,0,2.074212964,1.402396669,0.315982282
2018,Tigray,Kola Temben,0,0,0,2.074212964,1.402396669,0.315982282
2018,Tigray,Naeder Adet,1,1,0,2.074212964,1.402396669,0.315982282
2018,Tigray,Tanku Abergele,1,1,0,2.074212964,1.402396669,0.315982282
2018,Tigray,Raya Azebo,1,1,0,2.074212964,1.402396669,0.315982282
2018,Tigray,Werie Lehe,1,1,0,2.074212964,1.402396669,0.315982282
